Question,Answer,Topic,Keywords
"Hi, Am a 30 years female, i ve PCOS , i have stable period cycle . i took clomid 500 twice a day for 5 days and after making ultrasound on the day 13 , the eggs size were 17 so i took choriomon 5000 at the day 14th. is there any chance i migh be pregnant or the eggs are too small. N.B","Hi PCs is multifactorial disorder which leads to an ovulation and infertility. Egg size of 18 mm and above are considered mature and pregnancy can occur if you made contact at the time of egg rupture. As u took ultrasound test on 13th day and egg size was 17 mm, hopefully it would have reached maturity on day 14 as follicle grows 2-3 mm/day. You can confirm pregnancy by doing Urine pregnancy test after 16-18 days of contact. If you are overweight, try to lose weight by diet control and exercise. Get your blood sugar levels done apart from other hormonal investigations. Testing blood sugar levels will give an idea about need to start metformin. All the best.",PCOS,"pcos, metformin"
"Hai doctor i am sandhiya .i am a pcos patient.i got maried before 2 months .after mariage i didnt get period doctor said i have pcos.now i am taking treatment doctor prescribed me take T.VACFOL,T.OKAMET,T.SIPHENE,C.MIPROGEN 200mg,T. ECOSPORIN 75mg.pls tel me can i get pregnant earlier","Hello magic care health user Don't work and be relaxed In my opinion PCs patient has good chance of pregnancy. My many patients with PCs has delivered, and they are enjoying parenthood In your case you are married since 2 months so nothing to worry please do regular intercourse from 8-18 days of period for next 6-9 months, Regarding medicine which you are taking I will not advise taking all this medicine right now. If you are not able to get conceive AFTER 1 year of married life than you should worry, and we have done few investigations but till than enjoy and don't worry hope my answers help outranks",PCOS,pcos
"hi, i have pcos and i was wondering do you ovulate with every period because i have a period every month, i have known i have had this condition for four years and in that time i have only missed at the most 6 periods, does this mean i have a good chance at getting pregnant naturally?","Hello, I have gone through your query and understood the concern. It is possible that one can have regular cycles even without ovulation. It is also possible that one can have irregular ovulatory cycles in POD. Since you have a good cycle status, You have good chance of conception as the chances of establishing ovulation are good. Please see an infertility specialist for proper management. Hope this helps.",PCOS,pcos
"hello sir,my mother is suffering from joint pain,footpain&kneepain she is only of 46 of age.After blood test we came 2 know that esr level in the blood is 70,is it will lead to any other disease in the body,is it curable..........pls sir, suggest something will mother will be alright.","Hai, your mother is in per menopausal problems, one factor for the pain can be due to hormonal imbalance raised ESR can be due to any chronic infection in the body please check out with your sugar, thyroid levels, CRP, RA FACTOR, Urea,creatinine, calcium,he, electrolyte levels this can be due to any joint inflammatory problem, or any viral unknown fever also, which usually resolves with a course of antibiotics & steroids.take care",PCOS,hormonal imbalance
Hi I haven t gotten my period for two months and I was spotting for two days then on my second month I started cramping and my breast got sore but no period I took two preagnancy test and they came out neggative could I still be preagnant also I ve been feelin fatigue naseus and moody,"Hi dear, I have gone through your question and understand your concerns. Delayed periods can be due to pregnancy, stress or hormonal disturbances like hypothyroidism, hyperprolactemia or polycystic ovarian disease. Negative urine pregnancy test rules out pregnancy. I will suggest you to get your hormonal profile done including thyroid and prolactin hormone levels, and ultrasound to confirm the diagnosis and get appropriate treatment. Hope you found the answer helpful. Wishing you good health",PCOS,pcos
"Hi, I had sexual intercourse with a girl few weeks ago, I used condom and didnt ejaculate inside her but later on she masturbated me and I have ejaculated but not on her. She had her period late for 1 day and then when she finally had period it lasted for 11 days. Can she be pregnant?","Hello dear, I understand your concern. In my opinion there is no chance for pregnancy if the ejaculation was not done by you as per your information. Once the period has come pregnancy is ruled out for sure. The one-day delay in period might not be significant. But even if you have a 1% doubt of ejaculation then it's better to do a urine pregnancy test. Just as the period is different from the usual I suggest you to do a urine pregnancy test to clear the benefit of doubt. But as per your history of no ejaculation there is no chance of pregnancy. And the abnormal period might be due to hormonal imbalance. Kindly check for the pattern of next period. Hope this helps. Best regards...",PCOS,hormonal imbalance
"Hi, I have pain in my right side of the stomach under my rib cage and aslso in my back, I also have Diarrhea and nausea I have been drinking aprox 70 units a week I have also noticed that my periods are very heavy and clotting and my stools are tar like, also very sleepy and headaches.","Dear friend, pain in stomach and tar like stool can be due to certain amount of hemorrhage due to stomach ulcer. Also excessive acid secretion can cause diarrhea like loose motion. So all your symptoms that you have mentioned here, are quite suggestive of due to excessive acid secretion in stomach. But SS far as your clotted blood in period is concerned this has nothing to do with acid peptic disorder. Either frank menstrual irregularity or hormonal imbalance can be a reason for this.a complete gynecological check-up with some relevant hormone profile assay will easily clinch the diagnosis. And to combat excessive acid secretion, regular taking acid reducing medicines like blocker or plain antacid is a good idea.it will help you to reduce your symptoms and lead a healthy life. Thank you for your patience hearing.",PCOS,hormonal imbalance
My daughter is 19 years old and has recently been diagnosed with diabetes. She is taking 2 metformin in the morning and 1 metformin at night. Her meter reading has been over 300 consistently and she has been complaining about pain in her lower right side. What do you think is going on?,"**1. Since the case is diagnosed and complaining of pain in lower limbs thus it is wise to check with a diabetes specialist, who will look clinically for",PCOS,metformin
"before 2 years i hve misscariage 3 month,then my dr are not recomend d n c.last 1 year i want to conceive bt m fail to get pregnant.my dr says i hv pcos problem i use ivf treament and other more bt m not pregnant.now plz tel me what i can do m very disappointed,plz help me....plz saira","Hi I think you should go for evaluation first. Get a thyroid profile and prolactin level done. You can track your follicles' growth by repeated ultrasound and when follicle is more than 17 to 18 mm, take injection for rupture of follicles. Be in contact with your husband for 2 to 3 days after the injection. Take progesterone for next 2 weeks after rupture is confirmed on ultrasound. Do a urine pregnancy test after that. You can try like that for 3 to 6 cycles. Hope it helps. If you are not ovulating, you may need some medicines for that.",PCOS,pcos
hiI had two abortions last year and I am badly waiting to get pregnant . I have irregular cycles and have thyroid problem for which I am taking pills. i have gained weight and got a negative test yesterday .can i be still pregnant?coz i had negative tests previously but i was pregnant.,"Hello, Irregular periods are a feature of hormone imbalance esp thyroid dysfunction. I assume you are hypothyroid and on thyroxine.(the thyroid tablet name not mentioned).when periods are irregular it is difficult to predict when to test for pregnancy. So sometimes it's possible that repeat tests after a week or so turn positive. You have not mentioned when was your last cycle. I would recommend that repeating the testator a period of say 10 days to two weeks to check for pregnancy. Please write back if you have any queries. Thank you",PCOS,irregular periods
"I m currently taking microgynon 30 and on Monday morning I realised I hadnt taken saturday and sunday s pills.so I took both in the morning, I usually take my pill at around 9pm everyday. So shall I take a third pill tonight or skip this third pill today and start again tomorrow night?","Hi, It is not advisable to take three pills of microgynon on the same day, as it may lead side effects like nausea, vomiting, headache, bloating due to extra amount of hormones you ingested. It may also affect menstrual cycle badly due to hormonal imbalance causing irregular or abnormal vaginal bleeding. Continue taking the remaining microgynon pills as usual, meaning taking the next one at your usual time the next day. Hope I have answered your query. Let me know if I can assist you further.",PCOS,hormonal imbalance
I have type 2 diabettes and taking metformin for several years. I am presently suffering from right shoulder pain that sometimes the pain goes down through my hand. I find difficulty in rotating my arms due to the pain in my shoulder. Can this be the result of vitamin b 12 defficiency?,"Hi, I read your problem. Actually frozen shoulder or adhesive capsule. It is common in diabetes, but cause is not known. It may be due to high glucose level. Frozen shoulder occurs when the shoulder joint capsules are Inflamed or stick with the head of humerus bone. The frozen shoulder causes pain and stiffness which leads to limitation of shoulder joint. Frozen shoulder has some causes like Diabetes, shoulder injury or stroke, heart disease, lung disease, Dupuytrens contracture. It does not seem to me that there is any it 12 deficiencies in this case because there is looking no symptoms of numbness or tingling on whole over arm. But pain can radiate to whole arm due to frozen shoulder or shoulder pain due to gravity or other reason. To rule out the cause of your shoulder pain get the x-ray of shoulder joint. Hope I have answered your query. Let me know if I can assist you further.",PCOS,metformin
"Hi Doctor , I have Pcod but i dont find time to do exercise.Now I am climbing stairs instead of using lifts and instead of using two wheelers going for walk of 15 mins.I am trying to conceive(married since 4 months ago).under the mediciation of Metformin(gylcomet).Please suggest ur views","Hello priyadarshini, the chances of pregnancy will increase if you maintain a good lifestyle like proper exercises for weight maintenance. Regular 30 min walking is good for it. Yoga and breathing exercises are helpful. Simultaneously continue your medications. Keep obesity under control. Take balanced diet. More fibers and fruits. Have 6 small meals instead 3 heavy ones. Take care",PCOS,"pcod, metformin"
i took gynaecosid last month for not having my periods my physician suggested me and i got my periods now four weeks have been passed now am waitin for my periods again have taken pregnancy test its negative just want to know is this any side effect of gynaecosid that my periods are late,"Hi, The cause of irregular periods should be treated for permanent remedy. The cause of irregular periods such as polycystic ovaries, obesity and hypothyroidism should be treated effectively. Hormonal treatment should be continued in the subsequent cycles. FSH LH ratio is about 1",PCOS,irregular periods
"i m 27 yrs old with 5 yrs kid. i m trying to conceive last 5 months n my ultrasound follicular monitoring is on 13th day 16,12,10,10,8,7,7 of rt ovary n 9,8,7,7,6,6 of lt. ovary n endometrium 4.8mm n my lmp 24/6/11 which time is gud for preganancy.my wt is60kg,ht 55feet no medical histroy","Hello, Thank you for your query. Would you clarify a few things for me please? *These numbers, do they indicate the follicles sizes of each ovary on day 13 of your cycle? *how long are your cycles? *are your periods regular? *did you conceive naturally the first time? *have you been on any contraception in the past 5 years? If so, what? Your follicular study suggests Polycystic ovaries. Endometrial thickness is less for day 13 as well. (assuming you have regular 30\u00a0day cycles) I recommend",PCOS,pcos
"Im a 38 year old woman,I have been on birth control for the past year with no issues until this past month.I have been experiencing spotting a week before I finished my birth control and not having a normal period,what is the answer,could I be pregnant or just my pills arent strong enough?","Hi, The possibilities in this situation are the development of hormonal imbalances perhaps due to weight gain secondary to pill intake which in turn could have created the need for a higher dose or failure of the pill or disturbances of the hemopoietic system secondary to pill intake. In this scenario, I would ask you to see your consultant for a complete evaluation including blood profile, urinalysis, pregnancy test, sonogram and monitoring. Please maintain a healthy weight and a healthy diet. Take care.",PCOS,"hormonal imbalance, weight gain"
"Hello Doctor,I am 39years old female had two girls before and now my husband wants to have the third and maybe the last one hoping for a boy . We were trying for a baby almost 3 months but I am having irregular period sometimes twice a month .i am not sure what to do to be pregnant,thank u","Hello, Thanks for your query. As age advances, the menstrual cycle becomes irregular. Please consult a gynecologist for evaluation of irregular cycles. Stress, anxiety, weight gain, change in diet or sleep, tensions, medications might alter the cycles. Also, polycystic ovaries and hypothyroidism need to be ruled out. At your age, ovarian reserve should be assessed. This is the capacity of your ovaries to form mature eggs, which significantly declines with age. Husband semen analysis should be done. Your fallopian tube patency should be assessed. All the best. Take care.",PCOS,weight gain
I AM 35 YRS OLD SINCE LAST YEAR i have bleeding only for 1st 2days & from 3rd day it is negligible.we are trying for child i had one miscarriage 3years ago .after that i had taken pills .since 1 year i have stoped pills but unable to conceive alreday done 1 iui all of my reports are normal,"Hello dear, I understand your concern. In my opinion the scanty menstruation could be due to hormonal abnormalities due to thyroid abnormalities, overweight or obesity. Kindly consult a gynecologist and rule out the above said causes by doing thyroid profile. Weight reduction in case of overweight or obesity is important.Don't worry. Avoid anxiety and stress regarding pregnancy as they delay fertility further by causing hormonal imbalance. Also get your partners' semen analysis done. If everything is normal there are definitely scope for pregnancy. Best regards...",PCOS,hormonal imbalance
I have red blotchy skin on legs below the knee and on my feet. My feet are numb and the skin feels like parchment paper. I take a blood thinner (Warferin) and metformin and insulin for diabetes. Someone told me thaqt it is iron deposits because my legs and feet do swell. What do you think?,"Hi Dear, Understanding your concern. As per your query you have blotchy skin and numbness below the knee and feet. Well there can be many reasons for symptoms you mention in query like multiple sclerosis, herniated disc, vitamin B12 can cause numb sensations, diabetes or peripheral artery disease. I would suggest you to do gentle message, apply warm compresses or keep your legs in hot water tub with Epsom salt in it and take proper rest. Consult orthopedic surgeon for proper examination. Doctor may order blood test, nerve conduction test along with physical examination. Doctor may order nerve supplement anti-inflammatory and physical therapy. Doctor may refer you to neurologist for nerve problem or endocrinologist for diabetes. Hope your concern has been resolved. Get Well Soon. Best Wishes,",PCOS,metformin
"Hi , Iam AAAAAAA , 30 years old. Height 5 1 weight 58 kgs. 3 years running married life . Have PCOD s recently last year september I went under laproscopic surgery , 3 times IUI which went unsucessful. My periods are stil regular. Please suggest me whether ayurvedic treatement will help me.","Hello. Thanks for writing to us. Since you are a diagnosed case of POD, any ayurvedic treatment is not likely to help you conceive. GUI failure can occur due to various reasons as",PCOS,pcod
"hello doctori am from bangalore i have married for 6 yrs but couldnt conceive because of pcod i tried lots of treatment but nothing worked i left everything i get my periods every 3 months on its own and stop on its own, but some time it goes on and on for more than 20 days what should i do","Hai, first treat your poly cystic ovarian disease with proper medication and lifestyle management. Because POD will lead to hormonal imbalance and influence your ovulation so regularity in menstrual cycle get altered. So you have irregularity in cycle.(3 month,2-month cycle) proper medication with lifestyle management will solve your POD problem. Recent studies shows practicing yoga will be beneficial in regularizing your cycle and proper functioning of ovaries. Kindly consult a gynecologist to treat your condition. Thank you hope I answered your query",PCOS,"pcod, hormonal imbalance"
"I am wondering what the results would be if I received an MMR and got pregnant? I am also wondering, I have to get the MMR for my job and I am also taking Metformin to stimulate ovulation. Do I have to stop taking this medication or do I just need to use a form of birth control for 4 weeks?","Hi, It is not safe to take MMR vaccine while becoming pregnant. As per the Center for Disease Control and Prevention, measles, mumps, rubella (MMR) vaccine, should be given a month or more before pregnancy because of the safety concerns. It can also be safe for you to take MMR right after giving birth, even while you are breastfeeding. If you need to get vaccinated for MMR avoid becoming pregnant until one month after receiving the MMR vaccine. So, in view of the above you may need to take birth control pills for at least one month after taking MMR. Metformin is safe during pregnancy hence it can be taken as prescribed by your doctor. Hope these answer your queries. Let me know if I can assist you further.",PCOS,metformin
"Hi doctor! i have a question for my wife to get the pregnancy 12th july & 14th august is the menses time, 16th september we had a intercourse then menses did not came and after 3 weeks she got vomitting feeling and other symtomps but 16th october she got menses. what was the problem doctor?","Hello dear, I understand your concern. In my opinion if there is delayed period in case of regular cycles the pregnancy should be ruled out by doing a urine pregnancy test. If the test is positive the bleeding can be considered as miscarriage. If the test is negative the delayed period can be due to hormonal imbalance due to stress regarding pregnancy or anything. So don't worry. Avoid stress. Practice regular intercourse to increase the chances of conception. Best regards...",PCOS,hormonal imbalance
"hi mam, im 23 years old got married 3 months. I wanna to get pregnant faster im getting my periods regularly now but minimum flow and getting spotting 15 days back is this an ovulation time? I got pcod 1 year back i took crimson tablets is there any problem to conceive? Pls reply me thank u.","Hello dear, i understand your concern. In my opinion there might not be any problem in conceiving if your cycles are regular. The cause for minimal flow like thyroid abnormalities should be ruled out.Also, as you have a history of POD previously an ultrasound might be needed to check for the POD status. First and most important is avoided stress and anxiety related to pregnancy because they cause hormonal imbalance and delay the conception further. If ultrasound and thyroid profile are normal then nothing to worry. Practice regular intercourse to increase the conception chances. Best regards..",PCOS,"pcod, hormonal imbalance"
age is 27 height 5.4 weight is 63 .i have pcos i have been taking treament for second baby doctor gave me tablet clome 50mg in first cycle then i did not get pregnant now doctor have me to get injection ovitrop 75 units on 3rd 5th 7th day how can injection works can i get pregnant this time.,"Hi, Yes, it is effective for getting pregnant. Ovitrop-75 is a synthetic form of natural follicular stimulating hormone which helps control the menstrual cycle and stimulates the growth and maturation of eggs in the ovaries eventually causing ovulation (release of eggs). It is therefore found to be useful to treat infertility in women. Continue taking it as prescribed. Take care. Hope I have answered your question. Let me know if I can assist you further.",PCOS,pcos
Well for about a week and a half or so my nipples have stayed hard. And very sensitive. I m on my period now but this is not a symptom I usually experience when on my period or before. Also I have had little Auden sharp pains in my abdomen since my period has started and that s also unusual.,Hi. Thanks for your query. Hard and sensitive nipples indicate Hormonal imbalance. As is the Auden sharp pains in the abdomen since your periods have started. The possibility is having POD or some ovarian tumors. I would advise you the following,PCOS,hormonal imbalance
"Hi, I felt a lump in 08/2012, had a mammo and u/s in 12/2012, 01/2013 had bx and it was a fibroidadenoma. had f/u mammo and u/s in 2/2014, another lump was found...they said to f/u in 08/2014 for another mammo and u/s. since 02/14 I have had breast pain and now underarm pain x 3 mos. advice?",This is called fibroadenomas which is benign condition and may be painful at times. This is related to your period and due to hormone imbalance. For armpit lump that is lymph node you require needle biopsy. For painful breast lumps take tablet Even 400\u00a0mg daily for one month and painkillers during more severe pain. Good breast support bra should be used. But if armpit biopsy comes cancer you need surgery for breast along with armpit lymph node clearance. Regards,PCOS,pcos
My daughter is on Primulat after a DNC due to delayed periods. She got her periods on 5th November and was rather heavy but still continues although not heavy. Doctor increased intake of Primulat to 3 times a day for 2 weeks. Pls tell what the effect will be if she wants to get pregnant now.,"Hi, I understand your concern. It seems you had DO C surgery done followed by hormonal treatment with the hope to set the hormonal imbalance back & have regular cycles. It's essential to find cause of delayed period in first place. Few investigations like USG pelvis/ thyroid function test would enlighten about POD, Ovarian problem, Uterine fibroid, thyroid status . Which can cause delayed period. IF the delay in period was due to one of these, specific medicines would solve the basic problem.& not just hormonal cycle regulation. Consult a gynecologist to help you manage the found problem after investigations. This will help you in solving your problem, thanks.",PCOS,hormonal imbalance
"I had my paragard removed feb 17 which should have been my ovulation day. I thought I started my period on march 2 which would have been on time, however it ended the next afternoon. Was this a real period and is this normal? Should I see a doctor or give it a month and see if it levels out?","Hello, I have gone through the query and understood your concern. On an average, pregnancy can occur within three months of removal of the copper IUD. Return of fertility is very soon after removal of the device. If you had normal sexual intercourse during the intervening period after removal of the IUD, you should exclude/confirm pregnancy through a HPT or the blood test. HPT should be done 3-7 days after the period. A trans-vaginal sonogram can give you a clarity on the cause. If pregnancy is negative, you should suspect a transient hormone imbalance which usually is self-corrective failing which, you should see a specialist. Hope this helps.",PCOS,pcos
"My girl friend has last period on 1st October. We have sexual relation. She already has tested with 3-4 pregnancy kit, but the results were negative of all of those. Local doctor have prescribed \""Duoluton L\"" and she already have taken 10 days and it is on 13th day today. What I need to do??","Hiii, Pregnancy is only possible if unprotected sex is done around ovulation time in regular period. She gets several NEGATIVE pregnancy tests. Therefore, possibility of pregnancy is almost nil. There are several reasons for late period like psychological upset, altered eating habit, wt loss or gain, hormonal imbalance, thyroid disorder, ovarian cyst, high prolactin, excessive exercise etc. I suggest consulting with your doctor and need to carry out some basic investigations (pelvic ultrasound scan and hormone profile) to evaluate underlying pathology. Avoid stress by regular deep breathing, take healthy diet and proper sleep. Be well.",PCOS,hormonal imbalance
"My wife aged 46 is having blood urea 58 and increased to 78-80. Creatinine 3.2 reduced to 2.2 and increased to 2.9 and reduced to 2.8 in months time (fluctuation). Sugar levels normal. for 8 years metformin is used.BP fluctuating 120/70, 140/90, now 120/60. pls advise what to do for treatment.","Hello and As a Urologist, I can understand your anxiety. Your wife has chronic renal (kidney) failure(CRF), with diabetes.(DM). She should do the following tests for expert opinion and treatment",PCOS,metformin
Hi Doctor.. I wanted to know the side effects of Istamet 50mg/500 mg tablets for diabetes? My mom has sugar and she has takes these tablets and she feels very low on energy after taking this and Tri Glynase 2 Forte... What can be the reason for this? Her sugar tests are good and in control....,"Hi, Stamen 50 mg/500 mg is a combination of two medicines sitagliptin (50 mg) and metformin (500\u00a0mg) commonly prescribed to control blood sugar in type 2 diabetic patients. Its common side effects include vomiting, abdominal cramps, diarrhea, metallic taste, low blood sugar levels and a serious complication lactic acidosis (metformin-induced). Based on the history given your mom seems to have developed a very low blood sugar level apparently caused by taking stamen 50/500 along with triglynase 2 forte together. She needs a dose adjustment of the prescribed medications by her treating doctor and frequent monitoring of blood sugar to safely use both medications. Hope I have answered your query. Let me know if I can assist you further. Take care",PCOS,metformin
"Hi Doctor, I have regular cycle but now i was delay in my menustral cycle for last 8 days and this is the first time. I consulted doctor she advised me to take Naturogest 200 mg twice daily morning and evening. and i have undergone urine preganancey test and got negative. So why this happens .","Hi dear, I have gone through your question and understand your concerns. Delay in the periods can be due to pregnancy, hormonal disturbances like hypothyroidism, hyperprolactemia or polycystic ovarian disease. If the urine pregnancy test is negative, then the pregnancy is ruled out. I will suggest you to get your hormonal profile and ultrasound done to confirm the diagnosis and get appropriate treatment. Hope you found the answer helpful. Wishing you good health",PCOS,pcos
"Hi,I am trying for baby but suffering from PCOS problem. I am undergoing treatment and doctor is advising Fertomid from last 3 cycles and from this cycle i have started with Oosure. I have did ovulation study for 2 cycles. Ovulation is happening on 20th day bt i am not conceiving. Please help.","Yes.I can understand your concern. In my opinion now u should stop Fatimid as u have taken it in the 3 cycles, and now it might have become resistant.u better stop this only for one cycle and then in next cycle u start it from 2nd day of your menses and this month u take tab polite 5 mg once daily, syrup eve care 2 spoons daily and tab ova bless once a day(it is good in PCs pts).then in next cycle Fatimid for 5 days and go for follicular study and when your follicle size becomes 18-20 mm and endometrium min 10 mm then u try and let's hope for the best. If even then no result then decide for medical procedure",PCOS,pcos
"hi i am 30 years old my weight is 60 and my height is 5\""2 i am married since 4 yers no kids i am having irregular period mean once i get registrone cycles become regular for 1 year and again irregular and having no other signs of pcod i am worried whether it is actually pcod or can i conceive","Hi, Have you had other test for infertility done? Some couples have more than one problem and all need to be looked into. We would need to do a sperm count, your tubal function, and pelvic ultrasound. If some specific factor is identified it can be treated. If you do have PCs, it can be seen on the ultrasound and /or hormonal tests, we can give you egg forming medications like camphene. If known cause is found, and you have been trying for 4 years now, you could consider IVF, after analyzing all factors. Hope this helps. Regards.",PCOS,pcod
"i am taking pcod treatment for last 3 months, but i want to ealy pregnancy it is possible. how long i have to take this treatment. taking Metformin folic acid tablets. my period due also 6 days over but i take ChatDoctor test it will come nega result. when can i take this test again pls help me","Hi, I think you should repeat a test after a week. If still negative, you can take some medicines for inducing periods. If positive consult a doctor. If your periods are irregular, you may need some medicines for ovulation. You can track your ovulation by ultrasound or by ovulation detection kits. Be in contact with your husband every 2 to 3 days after your periods stop. Hope I have answered your question. Regards",PCOS,"pcod, metformin"
I had my periods on sep 14 and I had sex with my boyfrnd around 10 days after periods.even though he didnt ejaculate inside vagina I took ipill with in 24 hrs for safety .we did sex only one time.we didnt go for a second shot.now my periods is delayed 5 days than my normal cycle .am I pregnant?,"Hi, I understand your concern. I pill when taken within 72 hours of unprotected sex, avoids pregnancy. Earlier the pill is taken better are the results (protection)You had taken it within 24 hours of sex. So you are sure to avoid pregnancy. I pill is a high dose hormone product. It acts by postponing ovulation. So there is hormonal imbalance in cycle & periods are delayed by 8-10 days than normal. Please do not worry. You will get period in next week's time. Thanks.",PCOS,hormonal imbalance
"hi... I was suffering from PCOD from the past 5 months.... I just did my ultrasound and it says that I still have some folicles in both my ovaries.... what should i do, I want to conceive... my ovaries size is 3.65x2.46x1.84 cm- LEFT and 3.66x2.64x1.53cm - RIGHT... Prolactine is 24.2 ngSANGEETA","Hi, I think you should go for ovulation induction that means you will need some medicines for growth of your eggs and when egg reaches a size of more than 17 mm you will be given an injection for rupture. Then you can try naturally for 2 to 3 days. After that take some progesterone for next 2 weeks. Before all this you should get your thyroid profile done. Your prolactin is normal. Get a semen analysis done for your husband. Hope I have answered your query. Let me know if I can assist you further.",PCOS,pcod
i have kidney infection 1 week before my period. the doctor gave me tavanic 500mg as an antibiotics for 2 weeks. I am now 20 days delayed in my period but I have done pregnancy test when I was 10 days delayed and it was negative. Does the infection or antibiotics causes the delayed of my period?,"Hello dear, I understand your concern. In my opinion the infection causes stress in the body leading to hormonal imbalance. This hormonal imbalance might cause irregularity of periods. So don't worry. Take adequate fluids up to 3 liters per day to prevent urinary tract infection. Wait for spontaneous onset of periods. Take healthy nutritional diet to strengthen the body to fight against infection effectively. Best regards...",PCOS,hormonal imbalance
"I am 30 years old trying to conceive 14 mos. I have regular periods every 28 to 30 days. I started metformin 500 mg bid 4 days ago. Today i am very nauseated, diarrhea this am , and i am having spotting. I just had lmp 8/20/10. I have never done this before . any ideas as to what may be going on","Hi there, The nausea and the diarrhea you are experiencing must be due to the metformin. Metformin is known to cause side effects especially in the initial few days of use. Metformin is usually given in women with PCs problems, if you are having the same then you will require ovulation induction by Camphene and/or injectable HMG to get pregnant. But first you need to be completely evaluated for any other problems of infertility, your hormone levels, tubal function need to be checked, so also your partners' semen analysis as well. Your overall health including any previous illness, diabetes, thyroid problems need to be ruled out. I would also advise you to take Folic acid if not already started. Hope this helps. Regards.",PCOS,metformin
ay I answer your health queries right now ? Please type your query here...i am meenakshy 24 years old just got married.i am expecting to get conceived but 2 times i got my periods.just 2 months are over after my wedding also i am a thyroid patient.will there be any problem for me to get conceived,"Hello dear, I understand your concern. In my opinion you can wait for spontaneous onset of pregnancy for another 10 months. Usually infertility treatment is started if pregnancy doesn't occur even after one year of unprotected intercourse. As you are thyroid patient I suggest you to check your thyroid levels to ensure that they are under control. Thyroid abnormalities if not under control causes irregular periods leading to infertility. Once they are under control chances of conception increases. You are just 24 and married just recently so need not worry. There are scopes for pregnancy naturally. Avoid anxiety and stress regarding pregnancy as they might cause hormonal imbalance and delay fertility. So relax. Best regards....",PCOS,"hormonal imbalance, irregular periods"
"Hallo Sir, My gynec had asked me to take novelon tablets for my irregular periods... i continued with it for 3 years. Now i want to concieve, and m worried about the same. She asked me to undergo a series of sonography n didnt mention the reason for the same. What could be the reason behind this?","Hello dear, I understand your concern. In my opinion there are various causes for irregular periods like thyroid abnormalities, progesterone insufficiency, polycystic ovarian disease(POD), overweight, obesity,stress, anaemia etc. The cause for irregular periods need to be evaluated and treated accordingly. The cause need to be treated and treatment for infertility can be started simultaneously. Nothing to worry. Avoid stress and anxiety regarding pregnancy as it might delay pregnancy further. So relax. Best regards...",PCOS,irregular periods
"I am currently taking metformin, I started taken it November 1, 2013. I was taken 2 pills a day. On 3/12/14, my doctor started me taken 2 pills twice a day. I take for PSOS, will taking this medicine possibly increase my chances of conception. I have 1 tubal pregnancy and suffered 2 miscarriages.","Hi, I understand your concern. You have PCs and history of miscarriage. I would suggest consulting gynecologist and undergo USG scan, ovarian follicle study and take proper treatment under advise. - Metformin",PCOS,metformin
"I took the plan b pill within 14 hours after having sex, I then took the next dose today with my regular birth control. Last night the condom broke and have only been taking my tablet form of birth control for seven days now. Should I take another plan b? Or will their be severe long term affects?",Hello misunderstand your concerned you are on regular birth control pill already (without any missed pill) then no need of plan B pill as it cause high progesterone in the body and hormonal imbalance. Take the remaining birth control pill regular on same time without missing pill. So no need to take another plan B tablet as birth control pill is very effective in preventing the pregnancy(failure rate only 0.5-1 percent)Hope this may help you Best regards,PCOS,hormonal imbalance
after successfully tube test and egg formulation i am facing secondary infertility .After sperm count test my husband count is on border line but he done two months course to imorove count .We do not understand the problem .kindly guide us.Age of my husband me 35 years .I have nine years old girl.,"Hi, thanks for query. What I understand by secondary infertility means you already had one child and having difficulty in getting another. In medical terms this is known as secondary infertility. Once you are pregnant the major causes of infertility are ruled out. This time the cause could be some hormonal imbalance, bad semen quality, some uterine problem etc. Please discuss this with your doctor and get your thyroid checked. He will suggest some investigation to see for ovulation and other things. If everything is normal you can still conceive with low sperm count with the help of assisted techniques. Wishing you all the best.",PCOS,hormonal imbalance
i had sex with my girlfriend before 3 months...i didnt eject my cum...but i had precum around my pennis during that time..and i made only two strokes then i used condoms...for the past 2 month she had normal periods...this month her period is deleying by one week.not yet....could she be prenant..?,"Hello dear, I understand your concern. Once the period occurs the pregnancy is ruled out. You had intercourse 3 months ago. After that she got the periods for 2 months. Within this month you did not do the intercourse to raise the suspicion of pregnancy. So the delay in period cannot be due to pregnancy. The cause for delayed pregnancy can be due to hormonal imbalance due to stress or any. Wait for spontaneous onset of periods. Or if you had intercourse within this month or after the last period then you might need to do a urine pregnancy test a week after missed period. Nothing to worry. Hope this helps. Best regards...",PCOS,hormonal imbalance
"I took a morning after pill the day I was supposed to start my period and Im 5 days late already but I have all the symptoms of being on my period. It was unprotected sex but my boyfriend didnt ejaculate in me, so I dont see how I could be pregnant but I just wanted to make sure I was safe and ask.","Hello dear, I.understand your concern. In my opinion the day of expected period comes under safe period in case of regular cycles. Theremight be no need of protection as the risk of pregnancy is nil even with unprotected sex. But as you have taken morning after pill it causes hormonal imbalance and might cause delay in the period. So the delay is due to pill effect. Wait for spontaneous onset of period for 10 days more. The chance of pregnancy is very, very rare as sex was done in safe period and there was no ejaculation in, and also you have taken morning after pill. So relax. Best regards...",PCOS,hormonal imbalance
