Question,Answer,Topic,Keywords
"I m 28yrs old,its been 3yrs tht i gt married... N had abortion twice in d first 2yrs of my marriage.. Planning fr a baby nw n diagnosed with pcos n my doc prescribed me wid metformin 850mg i hve taking it since a mnth.. Hw does it help me in.conceiving.. Pls let me knw.. V r worried abt my pregnancy... I want a healthy baby","Hello, Thanks for posting. Metformin will help in conceiving indirectly by first of regulating your menstrual cycle (hence ovulation). The presence of PCs will require a medication that could regulate hormonal balance of your body since imbalanced hormone with PCs will not be very good if you are planning to conceive. Metformin does not have any known negative effective on your future baby (no contraindications during pregnancy). It was probably prescribed because of your size (you are probably overweight or have obesity) and this would reduce your size and hence effectuate your cycles. Metformin might require stopping by your knobs after you have taken in (gotten pregnant). So consultation with your treating physician will be recommended. Hope this helps",PCOS,"pcos, metformin"
"I have had irregular periods since I started getting periods, and then I became pregnant last year, and at 12 weeks and no heartbeat, I lost the baby I was regular every 28 days, and that lasted for about 3 to 4 months, then I went back to being irregular, my husband and I have been trying again since then, and nothing yet...could something be wrong with either one of us?....it took 9 months the first time to get pregnant, and know it will be a year at the end of this month.....I am having cramps, and sore breasts, I know in order to get pregnant you need to ovulate, and regular periods would help with knowing when I ovulate, I just simply need help for the next step, I don t want to have to take birth control pills to get regular....help!!","Hello dear, I understand your concern. In my opinion before doing anything I suggest youth rule out the causes for irregular periods like overweight or obesity, stress, anaemia, thyroid abnormalities, polycystic ovarian disease(POD), prolactin hormone abnormalities. Even the above all causes miscarriage.Don't worry all the causes are treatable. So consult a gynecologist for the work up. Once the cause is treated your cycles become regular. You need not take birth control pills. Avoid stress or anxiety as they delay the pregnancy causing hormonal imbalance. Relax. Best regards...",PCOS,"hormonal imbalance, irregular periods"
"Hi, I am an active 38yr old male with no medical diagnosis. I run 4 -5 times a week and workout with weights daily. I have had irritable bowels which I get cramping and bloated and can have up to seven to eight formed bowel movements a day. I haven t got treatment, because it goes away on it s own. Usually when I am not stressed. (not at work).Recently, I went to my dentist and had a blood pressure of 140/92, p 62. Now, I was not at all stressed in dentist because it was just a cleaning. I went home and have been getting elevated blood pressure reading on my monitor. Finally, I got really bad excersise induced Headaches which I did seek medical attention and I received an MRA. it was negative. SO my question is could I have symtpoms of cushing syndrome? or some other hormone induced disease? I want to completed several triatholons this summer.","Hello dear, and thanks for posting your query. I don't see any reason to suspect you having Bushings disease. Although Bushings is one of the hormonal reasons for increased blood pressure, but generally other signs and symptoms are also present like obesity mainly neck and face, edema, skin bruising, hirsutism and others. So there is very little possibility for you to have it. Just monitor your blood pressure and if it persistently remains above 140/90, consult your doctor and start a BP lowering medicine. I hope this information would be of help to you. Thanks and all the best.",PCOS,hirsutism
i am a 16 year old boy and my right nipple is tender and the pores are relatively large. It is definately larger than the other and when i squeeze it a little clear fluid comes out. Its semi painful but you can feel it through my shirt and it is very noticeable without one on,"Degree understand your concerns went through your details. During hormone imbalances such as adolescence, the male gland can be stimulated. This hormonal stimulation can result in gland growth (Gynecomastia), tenderness, and produce milk and or nipple discharge. There is nothing to worry and treatment is available and can be cured. I suggest you to consult a physician ASAP. If you require more of my help in this aspect, please use this URL. http",PCOS,pcos
"Hi,Im trying to get pregnant for 2years now but im facing irregular periods.Can u please suggest me what to do?my age is 28 now and im having my regular checkups.doctor told me that i have hypothyroidism and gave me thyronorm which im having for the last 1year.But nothing is happening.Im also trying during my ovulation period,every alternative day but no result.Please help.","Hi, In the current scenario, you also need to get tested for other associated hormonal imbalances and also regular ovulation since you have irregular cycles. Also, patency of the tubes should be tested for and so is the male factor. A trans-vaginal sonogram to see the condition of the ovaries and the uterus is a must. Maintenance of a healthy weight, regular exercise, proper diet and mental status are also essential for conception. Once the cause is defined, management would be very easy. You may need ovulation induction or Metformin. Hope this helps.",PCOS,"hormonal imbalance, metformin, irregular periods"
"I m 85 days late. Both blood and urine test show negative. I have all the symptoms i.e. Heart burn, extreme fatigue, slight pelvic pain, trouble sleeping, smells are bothering me, nausea, appetite has decreased. I m at a loss. I m 42-1/2 years old. No spotting.","Hello, I have gone through the query and understood your concern. As both the blood and urine tests have read negative for pregnancy, you cannot be pregnant. This delay in the menstrual period can be due to hormone imbalance and this is also likely to be the cause for the symptoms you are experiencing. Considering your age, hormone imbalance is more likely. This menstrual disturbance can also occur with sudden weight changes, stress, infection and use of certain medications. Please get a clinical assessment and a trans-vaginal sonogram to plan further management. Hope this helps.",PCOS,pcos
Hiiii My last period was on 22nd november and still now I didnt get my period. I have done my last pregnancy test on 17th january but it was negative.so is there is any chance to become pregnant and also I started taking hyponidd 2-3 weeks before.,"Hello, There are several reasons of missed period (besides pregnancy) like Ovarian Cyst/ POD, hormonal imbalance, over wt/ extreme loss, mental stress, emotional upset, eating disorder, thyroid problem etc. Pregnancy is possibly ruled out in this context. Therefore, I suggest doing a USG lower abdomen, LH/ FSH, Thyroid profile, Blood sugar & prolactin level etc. to rule out underlying pathology. Then you must consult with your gynecologist and take advice according to test reports. Control body wt by regular exercise, avoid stress, take healthy diet and sleep properly.",PCOS,hormonal imbalance
Yes thank you. I am 52 and have not had a period in 7 months . I have had a pap smear saline son gram everything came back o.k.. my Dr said I had a bunch of gunk up there and has me taking megestrol for 3 months. Yuck for me because of weight gain and breast soreness. My blood says I am not menopause all . Just wondering if I couldn t try a herbal remedy . I hate the weight gain and breast tenderness. My email address is. Wendy. YYYY@YYYY or YYYY@YYYY Thank you Wendy Hughes,"**1. Menopause is not a disease but a natural life-stage transition, which mainly involve hormone imbalance resulting in above said symptoms, so you have to carefully make important decisions regarding treatment apart from HRT [hormone replacement therapy] i.e. taking Regeneron [steroid progestin]2. As the levels of hormones fluctuate, the menstrual cycle begins to change, i.e. some women may have longer periods, others will begin to miss periods [7 months in your case]3. Herbal medicines have been used to relieve these symptoms for centuries, and there is no substantial evidence that herbal products are a source of toxic reactions, but because herbal products are not regulated in the United States, contamination or accidental overdose is possible, thus you should learn as much as possible about herbs and work with a qualified practitioner.4. Avoid Polyunsaturated Omega-6 fats [Eat fats like quality organic meats, butter, coconut oil, ghee, olive oil, can help boost proper hormone production.]5. Focus on relaxing exercises like walking or swimming and avoid the extended running, cardio and exercise videos.",PCOS,weight gain
Last two yrs I was diagnosed with pcos. I had miscarriage last year June and now am 4weeks pregnant but my fair now is yesterday I saw a small blood coming which made me run to the hospital and the doctor prescribed duphaston and folic acid....I hope everything will be fine.,"Hi there, I have understood your concern and I will suggest you the best possible treatment options.First do not panic. Your treating doctor has rightly suggested you to use Duphastone tablets. It is Progesterone hormone tablet that supports the pregnancy. I will also suggest you to seek prescription support from your treating doctor for Tranexamic acid tablets and vitamin C tablets 3 times a day for 5 to 7 days.Also, please get USG done to know about the viability and gestational age of the pregnancy. I hope this answer helps you. Thanks.",PCOS,pcos
"Hello, sometimes Ive been having this stabbing pain in my stomach area (left, my left). It comes and goes, I dont know what could be wrong? Ive been always having trouble with appetite, I tend to eat irregularly, also have a mild valve regurgitation if that makes any difference. Ive been diagnosed with PCOS and slight insulin resistance as well. I just turned twenty.","Hi. Thanks for your query. You just turned 20 and you have PCs. This is one of the reasons and indication that your hormonal balance is getting disturbed giving other symptoms of trouble with appetite, eating irregularly. Fast foods cause more of PCs. Mild valve regurgitation may not be associated with any of the symptoms you have mentioned. Stabbing pain on the left side of the abdomen at you age can be due to Colitis or IBS commonly seen at your age with PCs. Another reason may be a kidney problem or ureteric stone. I would advise you the following",PCOS,"pcos, insulin resistance"
my sister(age 22) is having a delay in her periods. she has been late before for upto 7 days. she is a little worried because she is sexually active. should she worried if she is having protected sex? when is the right time to use a pregnancy test? and what are the procedures of a medical abortion?,"Hello dear, I understand your concern. In my opinion there are fewer chances of pregnancy with protected intercourse. The efficacy of method depends on the method used. That is if she is on birth control pill with regular intake the chance of pregnancy are very rare because the birth control pills are effective of all methods. If the condom was used and there is no slippage and tear of condom during the intercourse the efficacy will be good. The best time to test for pregnancy is one week after missed period. The urine pregnancy test gives accurate results if done during this time. The blood pregnancy test gives accurate results well early to urine pregnancy test around 3 weeks from last menstrual period. As it is 7 days late I suggest you to go for a urine pregnancy test. In case of positive pregnancy test the termination of pregnancy by medicines is possible up to 7 weeks of pregnancy and after 7 weeks surgical procedure is done for termination. But take medicines for termination only under strict medical supervision to avoid complications. As it was protected sex the chances of pregnancy are rare. If the urine pregnancy test is negative the test should be repeated after a week. If still the repeat test is negative there might be no chance of pregnancy. And the delay of period in such case might be due to stress induced hormonal imbalance. So avoid stress and relax and consider doing a urine pregnancy test. Hope this helps. Best regards...",PCOS,hormonal imbalance
"Doctor Good Morning, I am 34 Years old Female. Married and having one kid. Problem for me is I am having Hypo Thyroid , and my Weight is 85 Kg, Height is 5.5 , all that i want to reduce my weight which leads to improper periods and other side effects. My doubt is whether i can go for Homeopathy , Ayurvedha, Sidha or English medicine to continue? Wish to have your reply sooner. plssssssss?","Hi. Lakshmi Abrams, Iodine deficiency is the most common cause of Hypothyroidism, and it causes for unusual body weight gain or obesity. Hormonal imbalance, hypothyroidism and PCs can cause irregular periods. My doubt is, if you take any medicine for hypothyroid? But your doubt will be cleared by way of AYURVEDA TREATMENT, KANCHNAAR [bark] and KELP are the two herbs which contain natural iodine which even in higher quantity do not give side effects whatever body requires it keeps, and the rest goes out easily. NAVAL BHA SMA and SHAN GU BHA SMA in appropriate quantity.",PCOS,"hormonal imbalance, irregular periods, weight gain"
im 57years i old ive done concrete all my life the begening of auguest after work i laid down i was so tired i could not get up didnt hardley eat i lost 30 pound in 3 weaks now its december nothing much has changed . went to emergensy they told me i had type 2 diabetes they gave me metformin 1 time in the morning. my nombers are about 480 and up i dont no wat to do.,"Your blood sugar is 480 mg(normal less than 126 fasting & less than 200 2\u00a0hour after food). It is very high. You have not mentioned is it fasting or after food, power of tablet Metformin. Investigations required are.1-blood for HBA1c,lipid profile, thyroid profile, Hologram, K F T, L F T.2- urinalysis & for microalbumin3-Blood Pressure & E C G .4-Eyes for funds examination. Take more salad, fruits(except sweet fruits). Avod smoking, alcohol,colas, coffee,fruit juices. Junk food. Consult endocrinologist, dietitian.follow instructions of your doctor very care fully. Thanks for query.",PCOS,metformin
Its possible I could have gotten pregnant on January 8th and today I noticed my breast and nipples are sore. I woke up this morning with horrible pains like a pressure type pain as if I had to use the bathroom real bad down there around my bladder and my butt. Could that be a early pregnancy sign?,"Soreness in the breast and nipple can be due to multiple causes like, Inflammation in breast tissue, breast cancer, hormonal imbalance, pregnancy, fibrocysctic breast changes, cervical radiculopathy, inflammation of the cartilage connecting breastbone and the ribs, inflammation of the superficial breast veins due to clot, any injury to breast. In your explanation you have doubt can it be due to pregnancy?. I suggest doing a pregnancy home test and check if its positive yes it can be due to pregnancy. But if its negative then I suggest meeting your gone doctor for proper check up and treatment. Now next is about your pressure pain in morning, it could be because of stomach upset or gastritis also. I suggest to check with doctor on this too if pregnancy test is negative. I suggest following above steps and do some changes in lifestyle like have good healthy different fruits and vegetables, do regular exercise and take proper sleep for better health. Take care.",PCOS,hormonal imbalance
"i have been on the mini pill for about 2 years. i recently stopped taking them mid pack because i had been careless about taking them at the same time and missed a few pills. my last period was on jan 9. I had unprotected sex the 17th and the 20th. Had a withdrawl bleed(i suppose) for 3 days, which tapered off the 4th day with this weird brown color. I had sex again around the 26th and afterwards noticed a small tinge of pink (like a dot..unusal 2 me) and still no period now. took hpt feb 13th and it came up neg. i had frequent urination, hot flashes, nausea, serious bloating, on and off cramps, breast not 2 tender, small twinges in my stomach, and cant really tell if im truly fatigued (perscribed ambien last year). is this just side effcects from stopping the pill or possible pregnancy? no burning or itching when i urinate..dont think there is a uti.","Hello, Your symptoms suggest a possible hormone imbalance since you have discontinued the pill midway. Return of ovulation can occur after one or two cycles and hence, there is a possibility of conception too if you happen to have had the intercourse around the day of ovulation. Home pregnancy tests read well when performed 3-7 days after the missed period with a fresh early morning sample of urine. In the current scenario, you should get a blood test for pregnancy followed by a pelvic/trans-vaginal sonogram for proper diagnosis. Hope this helps.",PCOS,pcos
"I am having severe abdominal pain. Not pregnant; had partial hysterectomy. I have diverticulosis/itis, and every time I eat anything, I have an attack, as of this week. They are getting worse and worse and feel like labor pains!! I also have PCOS, degenerative disc disease, hbp, diabetes, and possibly IBS, colitis and fibromyalgia. I cant take much more of this pain! Because of all of my health issues, its difficult to pinpoint anything. Help!!!","Hi, Thanks for posting your query. Do you have acidic belching/ abdominal discomfort/ gargling sound in abdomen/ abdominal bloating after taking meals? Does he have retrosternal burning pain causing difficulty in swallowing? Do you have fever/ spasmodic abdominal pain? Pain after eating is very characteristic in cholecystitis, pancreatitis and peptic ulcer disease. You should consult with internal medicine specialist/ gastroenterologist and should go for thorough check up. You should also go for complete blood count, Ultrasound imaging abdomen, thyroid profile, blood sugar, x-ray abdomen and serum electrolytes. Meanwhile, you should take proton pump inhibitors along with prokinetics for relief of your symptoms. You should also take tramadol for relief of your symptoms. You should also take plenty of water and perform increased physical activity. Avoid oily and spicy food, tomatoes, citrus fruits, excessive tea & coffee, chocolates. Take soft diet along with yogurt. Take care,",PCOS,pcos
"I am wondering what the results would be if I received an MMR and got pregnant? I am also wondering, I have to get the MMR for my job and I am also taking Metformin to stimulate ovulation. Do I have to stop taking this medication or do I just need to use a form of birth control for 4 weeks?","Hi, It is not safe to take MMR vaccine while becoming pregnant. As per the Center for Disease Control and Prevention, measles, mumps, rubella (MMR) vaccine, should be given a month or more before pregnancy because of the safety concerns. It can also be safe for you to take MMR right after giving birth, even while you are breastfeeding. If you need to get vaccinated for MMR avoid becoming pregnant until one month after receiving the MMR vaccine. So, in view of the above you may need to take birth control pills for at least one month after taking MMR. Metformin is safe during pregnancy hence it can be taken as prescribed by your doctor. Hope these answer your queries. Let me know if I can assist you further.",PCOS,metformin
"Im 18 145lbs and have been getting chest pains (heartburn?) that last about 6 hours about twice a week and i havent had my period in 3 months? reasons? I have always had irregular periods but my Dr said it was from sports, i dont play sports any more.","Hey, First of there is no relation between periods and heartburn. Heartburn due to gastritis in most of the cases. Junk and spicy food may lead to same. Avoid this kind of food. Avoid overeating. Have any proton pump inhibitor like omeprazole once or twice a day for few days. That will combat your heart burn. Regarding periods its quite common to have irregular periods. You can have advice by Obstetrician and gynecologist for same. Most of the cases its sports related and next is might be Polycystic ovarian disease.",PCOS,irregular periods
"Hi,I never had my periods since two months and when I tested for pregnancy (Beta-ChatDoctor and urine test), the results were negative, . I am currently undergoing fertility treatment. The doctor has recommened cyclonorm e and p for me to have periods, but I am quite uncomfortable with the medicine, as I am having burning sensation in the stomach followed by vomiting. Could you please suggest me on this?","Hello, Most common reason for prolonged delayed period is ovarian cyst or PCs in the absence of pregnancy. Others are hormonal imbalance, stress, over wt, thyroid problem, high prolactin, irregular diet pattern etc. You need a complete health check up by gynecologist. One pelvic USG and hormone tests are required to pinpoint the diagnosis. Cyclone E & P is combined OCP and helps to regularize period. Stomach pain may be due to effect of the pill or acidity/ indigestion problem. However, it will be overcome with time. Maintain a healthy lifestyle. Good luck.",PCOS,hormonal imbalance
"Hi, I am 27 years old unmarried female. I have been in physical relationship for past two years. i have consumed i- pill for 9 times during these times. My menstrual cycle is regular and i have not faced any problems due to my consumption of the pills. Only delayed and low periods were there for a time or two. But for past two months the flow is less comparatively and it s been 3/4 months since i last took the pill. Pl advice if everything is alright with me? Will i face any pregnancy related problem in my future? Also, let me know is it safe to have these emergency pills?","Hi, Emergency contraceptive pills are meant to be used once or twice per year for the real emergencies and are not to be considered a replacement for regular contraception. You are lucky not to have gross hormone imbalances; these pills are known to cause severe hormone disturbances in many users leading to fertility problems in the future. So long as you continue to have regular ovulatory cycles, you need not worry about the reduced flow. Slight variations often do happen with increasing age. Please have a proper gynecological evaluation if you suspect hormone imbalance. Hope this helps.",PCOS,pcos
"Hello, I ve got a question about a skin rash . My husband has diabetes and has been taking metformin for 3 years. In the last two days he d developed a skin rash that itches very much. It usually starts in the evening for him. He has not taken his metformin today. He also has a stomach cramps, diarrhoea and is unable to eat. He had earlier developed the same type of allergy to chloroquinone. Thank you for your reply in advance.","Hello,1. Please ensure there is no gastroenteritis (bacterial) with a stool routine/ culture studies. If there is fever, he will need a complete blood count, CRP, liver function tests. 2. Metformin itself can cause cramps, diarrhea.3. A stat capillary glucose check is important.4. Itchy skin rash can be taken care with antihistamines such as cetirizine 10\u00a0mg or Exocet 5\u00a0mg. People with diabetes can get a fungal skin rash that is variably itchy and not much red, for which antifungal creams are required. See your doctor if the antihistamine tablets do not help. Best Wishes.",PCOS,metformin
"Hello, i need help fast. The other day my girlfriend and i were messing around. I ejaculated twice whithin two hours. After each ejaculation i wiped off the sperm and washed my penis. About two hours later we were messing around again. She is a virgin. I penetrated her for the first time for 10-15 seconds before she asked me to stop and i did. She is 2-3 days late on her period now. She feels no cramps but her stomach hurts. Is it possible she could have gotten pregnant from the after ejaculated sperm i could have had on my penis ? Is her delayed period due to stress. I appreciate if i got a reply and advice as soon as possible. ThanksWorriedteen831","Hello, Yes, she can be pregnant from ejaculated semen on the tip of penis, but chance is quite low as proper sexual intercourse does not occur, and it depends on fertile days or ovulation day. It is better to undergo one home pregnancy test at the earliest and clear confusion about pregnancy. Hormonal imbalance and stress can delay her period. On negative test, she can wait another one week to get period. Otherwise, she can consult with doctor. Good luck and practice safe sex.",PCOS,hormonal imbalance
"29yrs,pcod,irregular periods, taken three month course for pcod after that two months past doctor take USG but not found any major follicle in this. now she recommened another three month course with duloute -L and ebexid. what would you suggest? another doctor recommend ovulation induction drug i.e some clomipine type.?IS this safe for me i am confused .which doctor i had to follow? i want preg soon. if i choose induction drug method Is it solve my problem .otherwise one more month would be wasted.and then i have to follow three month course.","Read your prob, if your follicle are not mature complete then you should wait for another month also. As when they get their full size then there is more chance to ovulate if in case they can't rupture, you should get injection of ovarian stimulant for rupturing them. You can also start conifer tab after your period as per advise, so that you can not be late for a month.it has no side effect.",PCOS,"pcod, irregular periods"
Can I get pregnant if my prolactin is > 23.3 ng/ml (actual results = 35.7)? I am currently taking medication for hypo-thyroidism - which has been diagnosed recently - so I am unsure if the medication is causing this increase. I have yet to get the medication level correct for the hypo-thyroidism. Thanks!,"Hello, It is indeed a cause for concern if you have hyperprolactinemia and this can cause infertility and hence, needs to be corrected. Treatment of hypothyroidism is not responsible for this condition; in fact, the hormonal defect could be an associated factor, and you may need further investigation and treatment for multiple hormone imbalances that could lead to infertility. Hyperprolactinemia can be simultaneously corrected through medication once organic causes are excluded. Hope this helps.",PCOS,pcos
"Dear Doctor,am durga my age is 27yrs.two years ago i was diagonised with pcos and was prescribed diane 35.i had been takin it for last two years.now(i would get my periods in a weeks time) when i went on transabdominal usg of the pelvis,the following were indicated","Hi, Thanks for writing in.PCs is a benign condition where there is enlargement of both ovaries with increased stoma and multiple peripherally placed follicles in both ovaries. This causes symptoms like irregular periods, increased body hair and infertility with weight gain. Cancer and PCs are entirely different conditions. In cancer if cervix the following symptoms might be there.(i) bleeding from vagina without reason(ii) wound in cervix(iii) white discharge from vagina(iv) multiple groin lymph nodes with unexplained bleeding from cervix(v) bulky cervix which is heterogeneous in appearance. Bulky cervix due to size is not a symptom of cancer. Please take the medicines given by your doctor. If in doubt get a pap smear test. Please do not worry.",PCOS,"pcos, irregular periods, weight gain"
"Me n my frnd had protected sex with condom on, now she has missed periods for 3 months continuos. She fears she would be pregnent ,but we are sure that she is not what could be reasons she is missing her periods and what are the chances if getting pregnent, she also did UPT , it was negative please suggest","Hi, Thanks for asking. I understand your query. Sex with condom can cause pregnancy . When the condom tears in vagina.-ve pregnancy test excludes pregnancy. Though it needs to be repeated to confirm. Your friend should get investigated for finding the cause of stopping the periods for 3 months. (It could be severe anemia/ chronic or debilitating illness/ hormonal imbalance(thyroid, ovarian cause or pod). Art her consult a gynecologist for finding the cause followed by specific treatment. Thanks.",PCOS,hormonal imbalance
"Hi, Self and my husband has unprotected sex on 26th June and I took ipill within 10 hours. My periods were due on 8 July (one day overdue already) and still no sign of unusual bleeding or regular periods. Can periods be delayed post taking ipill because i did took it earlier this year and i did had my periods within 7 days of taking ipill. Please suggest","Hello dear, Emergency contraceptive pills like i-pills are effective when taken within 72 hrs of unprotected intercourse. But they have a high hormonal content. When taken, they cause hormonal imbalance in the body...which can explain the delay in your periods. However, other than pregnancy, delay in periods can also be due to many other causes like hormonal imbalance(as already explained), ovulatory cycles, stress, any infection or pathology in the uterus, ovary, etc. So, if pregnancy test is negative & periods are further delayed, kindly consult a Gynecologist & get a proper clinical examination done. Investigations like complete blood count, Ultrasound scan of abdomen and pelvis will be helpful to rule out any pathological cause for your symptoms. Wishing you a good health. Take care.",PCOS,hormonal imbalance
I got married on nov 12 2012 and since then we have regular sex but tests always show negative during this period my wife have nunerous problems like headache backache sensitivness of teeth and most important she is having irregular periods normally she would have period after 21days but now it comes after 30-40 days.please give us a satisfactory answer as we are very much worried about this. We both are 30years old.,Hello. Thanks for writing to us. The delay in periods or the irregular periods are suggestive of a hormonal imbalance. This needs a proper treatment after a detailed evaluation. You need to have frequent sex during the fertile period meanwhile. I hope this information has been both informative and helpful for you. You can consult me again directly through my profile URL http,PCOS,"hormonal imbalance, irregular periods"
"Hi, My fasting blood sugar 158 and I have also hyper tension 150 /110, my doctor has prescribed metformin 500mg ( in extended release form) and ramipril 2mg two times in a day and also Amtas M 50 ( Amlodipine 5mg and metoprolol 50mg) in the morning and Olmezest H 20 ( Olmesartan 20mg) to be taken in night. Further I was told to take Rozavel 10 ( Rosuvastatin IP 10mg) as my LDL is 118. Please advise on what I should do to improve my health by controlling blood sugar and hyper tension ( diet and exercise etc). Thank you, Vikram","Hi thanks for asking me this question. Your blood pressure is 150/110 mmHg that is above normal level. You have to control it. Do regular exercise more than 30 minutes. Eat law salt diet. Avoid too much oily food, use law fatty oil like olive oil. Avoid junk foods. Regularly Check your blood pressure. Your fasting blood sugar is 158 that is high. Avoid sweet foods. Take green vegetables and press fruits. Eat high fiber cereals. Use law fatty foods. Eat more flex seeds, raw nuts etc. Instead of white rice eat brown rice. Eat whole grain bread. Check your sugar level in regular visit. I hope my advice helpful to you. Thanks.",PCOS,metformin
azoospermia is treatable or not? what are its reasons? i am 35 years old....married for 5 months...,"Hi Faisal, Does anybody else in your Family has the same problem? Azoospermia is the condition where there is complete absence of sperm in to ejaculate. It could be due to Hormonal Imbalance, Absence of testes, Varicocele or Testicular Failure. The treatment depends upon the cause. You should be getting yourself completely evaluated by a Urologist to rule out the exact cause. Good Luck.",PCOS,hormonal imbalance
"Hi yday i had my pelvis ultrascan test & the impression was PCOS, ROV follicles 35mm & LOV 16mm, Doctor told everythings fine and told to take chorioman Inj for 2 days. I am just worried about the size of the follicle(35mm) is it ok for getting pregnant.","Hi, thanks for writing. Ideally the size of the follicle should be 20\u00a0mm for ovulation. This follicle has grown more but not ovulated. A repeat scan needs to be done after 36 hrs of in to see the signs of ovulation. It can also be an ovarian cyst if It's still there after giving in. If ovulation has occurred, intercourse should be around that time to conceive. Take progesterone post ovulation for 10 days for luteal phase support. Hope I have answered your query. Good day.",PCOS,pcos
"I am suffering from thyroid and pcod.last month i got married,before that i was taking medicines of both.now my gyne told me to stop all medicines of pcod and try to conceive natually.Is it is possible to conceive natually with these two problem.pls advice","Hi it is quite possible to conceive naturally with thyroid and PRO problem, but your periods need to be regular and thyroid profile should be in normal range. Other thing is that you should not stop your thyroid medicine. It will continue. What you can do is to try naturally for 6 months and if it doesn't work out then you can go for some medical help to get pregnant. Hope I have answered your question. If you have any other query I will be happy to help.",PCOS,pcod
"Am I Pregnant? Im 15 Im on the Depo shot been on for a lil over a month now first time on it. I had sex 5 days ago without protection and he ejaculated inside of me...... Yesterday I thought I had my period it was pinkish, brownish real light it stopped within 5 mins.... Ive been emotional, urinating ALOT, VERY tired, back aches, stomach feels weird...... Could I be pregnant?","Hi, I have gone through your query and understood the concern. Since you have been on the hormone contraception, your cycles are protected. However, during the initial months, it is preferable to use additional protection. Menstrual disturbances ranging from heavy and/or prolonged periods, inter-menstrual bleeding, scanty periods and absent periods can be seen. This corrects once the body adjusts to the altered hormone levels. Your symptoms are not specific only for pregnancy; they can also be seen with hormone imbalance. Please get further help from your health care provider. Take care.",PCOS,pcos
"hi doc, I am 25 yrs old. I am suffering from gynecomastia. I have heard turmeric can help. is it so ? please advise me some natural treatments","Hello Jewish, in your age group the common causes of gynecomastia are obesity and hormonal disorder. So if you are obese try to reduce your weight by daily exercise and diet modification. If you are not obese then try to consult a physician for cause of hormonal imbalance. You may need some blood tests for hormone level in blood are you taking any medications? Some medications can also cause gynecomastia. Take care.",PCOS,hormonal imbalance
"hello doctor,i have undergone diagnostic hysterolaparoscopy on 19/7/2012. Doctor said everything is normal.i dont have pcod, endometriosis .my uterus,b/l tubes , cervix ,cervical canal,b/l oshins are normal. My husband s semen test results shows normal result. i didnt conceive since 2008(after my marriage). What is the reason for my non-conceivement. we are living together.","Hi, Thanks for query, You have not mention your age as well as about your menstrual period. A normal 28 to 32 days period is required for fertilization to occur. If it is irregular the chances of conceive reduces as you may not have sex when ovulation occurs. Usually in a normal 28 to 30 days cycle ovulation occurs on 14th day. So middle 10 day is important for conceiving. So don't forget to go for intercourse during middle 10 days. That will increase you chances of conceiving. Thanks.",PCOS,pcod
Vitamin D3 5000 IUs ... is it will help my PCOS? I don t want to take pill .. it did effect me in someway. I would like to be nature way to do without pill. I just discoved that I have PCOS last thursday without know them about. I did success with two pregenices before. Now I am struggling to get my peroid back after second child. It already passed 1 1/2 years no periods.,"Hi,if the periods have been quite regular for a number of years and then suddenly stop, or the cycle becomes frequently interrupted, it denotes debilitated and devitalized condition of the system. Causes towards the condition are anemia, worry,grief, fright or other serious emotional disturbance etc. You should have three meals day of fresh juicy fruits like apples, pears,grapes, papaya,orange etc. You should boil one spoon carrot seeds in one glass of water for 5 to 6 minutes and take it for 5 days in early morning, it is very beneficial for this. Sesame seeds are also use like this. Warm hip bath is also regulating the menstrual disorders. Take care",PCOS,pcos
"Hello, I am a 32 yr old female, married for 6 years. I am trying to conceive. I have always had the problem of irregular periods, sometimes it gets delayed by over 2 months. I am also suffering from abnormal hair growth near the chin , upperlip etc which is hard and also around the nipples. When i consulted a gynaec she prescribed meprate-10 mg ( 2 tab/day for 5 day ) to have periods. After i had my periods few tests like USG pelvis and blood tests were done. It was found that i am suffering from Polycystic Ovary Syndrome . I was put on Glycomet 500 mg, Novelon and Folvite for 3-4 months. i again visited the doc after 6 months but as i my period was over when i cud visit her so she prescribed Nacifil / Ovonac plus beacuse Glucomet caused acidty and vomiting tendency in me, Fertomoid 50 and Folvite and asked me to visit her again on the 2-3 day of my periods whenver i visit her. I hv been taking the medicines but as due to some problem i cud not take the medicines nor vist her for the last 2 months. I hope to visit her soon. But problem is that i hadv my last period on 30 August and its 2 months that i am not having it. I am not pregnant yet ......I wish to visit her next month...So to have the cycle again should i have meprate-10 mg inorder to induce the periods. then i wish to continue with the Nacifil, fertomoid and folvite........ Pls advise","Hello, You are suffering from PCs, as you have rightly mentioned. Well, yes you can take me prate to induce cycles. After that please do a HSG to see whether your tubes are patent. If they are patent you can take Fatimid and do a follicular study in 10th day of cycles to see whether your follicles are really growing or not. If they are not growing you can add gonadotrophin. But please try to reduce weight which is the key management in PCs. GOOD LUCK",PCOS,"polycystic ovary, irregular periods"
