Question,Answer,Topic,Keywords,Style
This is scaring me a lot and I need to know what's going on. hiiiii am saranya frm chennai ........actly i used melacre fr past 2month i quit recntly my face becme dark........my marrige is on nov 2nd week .........just suggst any cream which ill nt damge my skin n keep my skin fair...................................thank u,"Hello and You did the right thing by discontinuing Delaware forte. This cream is a prescription product and should never be used without a dermatologists' advice. Dermatologists commonly prescribe it for facial hyperpigmentation/plasma. However, it should never be used as a regular fairness cream and in any case not for more than 2-3 months since the steroid content of this cream can cause various side effects like acne, photosensitivity, skin thinning and telangiectasia and facial hair growth (hirsutism) which is specially troublesome in females. I would suggest that you use a broad spectrum sunscreen, throughout the day. At night, you could use a glycolic acid cream (Glycol -A) Or Comic acid cream (Comic cream) to obtain the desired results of brighter complexion and even tone. You could also opt for a few peeling sessions from a dermatologist e.g. Yellow peel (Retinol CT peel) Or Glycol peel Or lactic peel. Regards",PCOS,hirsutism,emotionally_concerned
on 2008 had blood cloat and problem of pcod occurs due to that in 2009 got married before marriage also irregular period and now also presently 6months back both me and my husband suffering from tb taking medicine and my weight is 95 and my husband 75 hsg done tube is clear whether pregnancy is possible,"Hello Mam, I just read your query. Pregnancy is possible in you, but it might be difficult for you to get conceive. I advise you to first complete medication for TB. After that go to a nearby reputed gynecologist and under her supervision and with advice go for conception. Because previous medical history may lead to some problem while conception, so it's better to take precautionary measures before. I hope you find my answer helpful. Thank you.",PCOS,pcod,canonical
Patient presents with the following concern: on 2008 had blood cloat and problem of pcod occurs due to that in 2009 got married before marriage also irregular period and now also presently 6months back both me and my husband suffering from tb taking medicine and my weight is 95 and my husband 75 hsg done tube is clear whether pregnancy is possible,"Hello Mam, I just read your query. Pregnancy is possible in you, but it might be difficult for you to get conceive. I advise you to first complete medication for TB. After that go to a nearby reputed gynecologist and under her supervision and with advice go for conception. Because previous medical history may lead to some problem while conception, so it's better to take precautionary measures before. I hope you find my answer helpful. Thank you.",PCOS,pcod,clinical
Quick question for you: on 2008 had blood cloat and problem of pcod occurs due to that in 2009 got married before marriage also irregular period and now also presently 6months back both me and my husband suffering from tb taking medicine and my weight is 95 and my husband 75 hsg done tube is clear whether pregnancy is possible,"Hello Mam, I just read your query. Pregnancy is possible in you, but it might be difficult for you to get conceive. I advise you to first complete medication for TB. After that go to a nearby reputed gynecologist and under her supervision and with advice go for conception. Because previous medical history may lead to some problem while conception, so it's better to take precautionary measures before. I hope you find my answer helpful. Thank you.",PCOS,pcod,layperson
"I don't usually talk about this stuff, but I need some advice. on 2008 had blood cloat and problem of pcod occurs due to that in 2009 got married before marriage also irregular period and now also presently 6months back both me and my husband suffering from tb taking medicine and my weight is 95 and my husband 75 hsg done tube is clear whether pregnancy is possible","Hello Mam, I just read your query. Pregnancy is possible in you, but it might be difficult for you to get conceive. I advise you to first complete medication for TB. After that go to a nearby reputed gynecologist and under her supervision and with advice go for conception. Because previous medical history may lead to some problem while conception, so it's better to take precautionary measures before. I hope you find my answer helpful. Thank you.",PCOS,pcod,indirect_cultural
on 2008 had blood cloat and problem of something occurs due to that in 2009 got married before marriage also irregular period and now also presently 6months back both me and my husband suffering from tb taking medicine and my weight is 95 and my husband 75 hsg done tube is clear whether pregnancy is possible? I'm not really sure how to explain it exactly.,"Hello Mam, I just read your query. Pregnancy is possible in you, but it might be difficult for you to get conceive. I advise you to first complete medication for TB. After that go to a nearby reputed gynecologist and under her supervision and with advice go for conception. Because previous medical history may lead to some problem while conception, so it's better to take precautionary measures before. I hope you find my answer helpful. Thank you.",PCOS,pcod,ambiguous
"I'm quite anxious about this, please help me understand. on 2008 had blood cloat and problem of pcod occurs due to that in 2009 got married before marriage also irregular period and now also presently 6months back both me and my husband suffering from tb taking medicine and my weight is 95 and my husband 75 hsg done tube is clear whether pregnancy is possible","Hello Mam, I just read your query. Pregnancy is possible in you, but it might be difficult for you to get conceive. I advise you to first complete medication for TB. After that go to a nearby reputed gynecologist and under her supervision and with advice go for conception. Because previous medical history may lead to some problem while conception, so it's better to take precautionary measures before. I hope you find my answer helpful. Thank you.",PCOS,pcod,emotionally_concerned
I am 25 year old. My periods use to occur after every 23-25 days. My last period was on 2nd December and I had an intercourse for the 1st time on 6th December and then again on 24th December. During Intercourse we have used condoms. I didnt get my periods till now. Is there any chance that I am pregnant?,"Hello, Thanks for writing to us. You did protect sex in safe period (both on 2nd and 24th December) and therefore, your chance of pregnancy is rare to nil. Period may be delayed for 1-7 days due to hormonal imbalance and mental stress. You may wait up to 1 week to get period naturally. However, I suggest you to undergo one home pregnancy test to clear doubt about pregnancy. In absence of pregnancy, you may require progesterone pill to induce period if it doesn't occur after 1 week. Be stress-free, take regular healthy diet, practice safe sex in the future. Good luck.",PCOS,hormonal imbalance,canonical
Patient presents with the following concern: I am 25 year old. My periods use to occur after every 23-25 days. My last period was on 2nd December and I had an intercourse for the 1st time on 6th December and then again on 24th December. During Intercourse we have used condoms. I didnt get my periods till now. Is there any chance that I am pregnant?,"Hello, Thanks for writing to us. You did protect sex in safe period (both on 2nd and 24th December) and therefore, your chance of pregnancy is rare to nil. Period may be delayed for 1-7 days due to hormonal imbalance and mental stress. You may wait up to 1 week to get period naturally. However, I suggest you to undergo one home pregnancy test to clear doubt about pregnancy. In absence of pregnancy, you may require progesterone pill to induce period if it doesn't occur after 1 week. Be stress-free, take regular healthy diet, practice safe sex in the future. Good luck.",PCOS,hormonal imbalance,clinical
I wanted to check something: I am 25 year old. My periods use to occur after every 23-25 days. My last period was on 2nd December and I had an intercourse for the 1st time on 6th December and then again on 24th December. During Intercourse we have used condoms. I didnt get my periods till now. Is there any chance that I am pregnant?,"Hello, Thanks for writing to us. You did protect sex in safe period (both on 2nd and 24th December) and therefore, your chance of pregnancy is rare to nil. Period may be delayed for 1-7 days due to hormonal imbalance and mental stress. You may wait up to 1 week to get period naturally. However, I suggest you to undergo one home pregnancy test to clear doubt about pregnancy. In absence of pregnancy, you may require progesterone pill to induce period if it doesn't occur after 1 week. Be stress-free, take regular healthy diet, practice safe sex in the future. Good luck.",PCOS,hormonal imbalance,layperson
"It's hard for me to put this into words, but I'll try. I am 25 year old. My periods use to occur after every 23-25 days. My last period was on 2nd December and I had an intercourse for the 1st time on 6th December and then again on 24th December. During Intercourse we have used condoms. I didnt get my periods till now. Is there any chance that I am pregnant?","Hello, Thanks for writing to us. You did protect sex in safe period (both on 2nd and 24th December) and therefore, your chance of pregnancy is rare to nil. Period may be delayed for 1-7 days due to hormonal imbalance and mental stress. You may wait up to 1 week to get period naturally. However, I suggest you to undergo one home pregnancy test to clear doubt about pregnancy. In absence of pregnancy, you may require progesterone pill to induce period if it doesn't occur after 1 week. Be stress-free, take regular healthy diet, practice safe sex in the future. Good luck.",PCOS,hormonal imbalance,indirect_cultural
My periods use to occur after every 23-25 days. I'm not really sure how to explain it exactly.,"Hello, Thanks for writing to us. You did protect sex in safe period (both on 2nd and 24th December) and therefore, your chance of pregnancy is rare to nil. Period may be delayed for 1-7 days due to hormonal imbalance and mental stress. You may wait up to 1 week to get period naturally. However, I suggest you to undergo one home pregnancy test to clear doubt about pregnancy. In absence of pregnancy, you may require progesterone pill to induce period if it doesn't occur after 1 week. Be stress-free, take regular healthy diet, practice safe sex in the future. Good luck.",PCOS,hormonal imbalance,ambiguous
I've been really stressed about this and need some reassurance. I am 25 year old. My periods use to occur after every 23-25 days. My last period was on 2nd December and I had an intercourse for the 1st time on 6th December and then again on 24th December. During Intercourse we have used condoms. I didnt get my periods till now. Is there any chance that I am pregnant?,"Hello, Thanks for writing to us. You did protect sex in safe period (both on 2nd and 24th December) and therefore, your chance of pregnancy is rare to nil. Period may be delayed for 1-7 days due to hormonal imbalance and mental stress. You may wait up to 1 week to get period naturally. However, I suggest you to undergo one home pregnancy test to clear doubt about pregnancy. In absence of pregnancy, you may require progesterone pill to induce period if it doesn't occur after 1 week. Be stress-free, take regular healthy diet, practice safe sex in the future. Good luck.",PCOS,hormonal imbalance,emotionally_concerned
Can I get pregnant if my prolactin is > 23.3 ng/ml (actual results = 35.7)? I am currently taking medication for hypo-thyroidism - which has been diagnosed recently - so I am unsure if the medication is causing this increase. I have yet to get the medication level correct for the hypo-thyroidism. Thanks!,"Hello, It is indeed a cause for concern if you have hyperprolactinemia and this can cause infertility and hence, needs to be corrected. Treatment of hypothyroidism is not responsible for this condition; in fact, the hormonal defect could be an associated factor, and you may need further investigation and treatment for multiple hormone imbalances that could lead to infertility. Hyperprolactinemia can be simultaneously corrected through medication once organic causes are excluded. Hope this helps.",PCOS,pcos,canonical
Patient presents with the following concern: Can I get pregnant if my prolactin is > 23.3 ng/ml (actual results = 35.7)? I am currently taking medication for hypo-thyroidism - which has been diagnosed recently - so I am unsure if the medication is causing this increase. I have yet to get the medication level correct for the hypo-thyroidism. Thanks!,"Hello, It is indeed a cause for concern if you have hyperprolactinemia and this can cause infertility and hence, needs to be corrected. Treatment of hypothyroidism is not responsible for this condition; in fact, the hormonal defect could be an associated factor, and you may need further investigation and treatment for multiple hormone imbalances that could lead to infertility. Hyperprolactinemia can be simultaneously corrected through medication once organic causes are excluded. Hope this helps.",PCOS,pcos,clinical
So here's my question: Can I get pregnant if my prolactin is > 23.3 ng/ml (actual results = 35.7)? I am currently taking medication for hypo-thyroidism - which has been diagnosed recently - so I am unsure if the medication is causing this increase. I have yet to get the medication level correct for the hypo-thyroidism. Thanks!,"Hello, It is indeed a cause for concern if you have hyperprolactinemia and this can cause infertility and hence, needs to be corrected. Treatment of hypothyroidism is not responsible for this condition; in fact, the hormonal defect could be an associated factor, and you may need further investigation and treatment for multiple hormone imbalances that could lead to infertility. Hyperprolactinemia can be simultaneously corrected through medication once organic causes are excluded. Hope this helps.",PCOS,pcos,layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. Can I get pregnant if my prolactin is > 23.3 ng/ml (actual results = 35.7)? I am currently taking medication for hypo-thyroidism - which has been diagnosed recently - so I am unsure if the medication is causing this increase. I have yet to get the medication level correct for the hypo-thyroidism. Thanks!","Hello, It is indeed a cause for concern if you have hyperprolactinemia and this can cause infertility and hence, needs to be corrected. Treatment of hypothyroidism is not responsible for this condition; in fact, the hormonal defect could be an associated factor, and you may need further investigation and treatment for multiple hormone imbalances that could lead to infertility. Hyperprolactinemia can be simultaneously corrected through medication once organic causes are excluded. Hope this helps.",PCOS,pcos,indirect_cultural
Can I get pregnant if my prolactin is > 23.3 ng/ml (actual results = 35.7)? I'm not really sure how to explain it exactly.,"Hello, It is indeed a cause for concern if you have hyperprolactinemia and this can cause infertility and hence, needs to be corrected. Treatment of hypothyroidism is not responsible for this condition; in fact, the hormonal defect could be an associated factor, and you may need further investigation and treatment for multiple hormone imbalances that could lead to infertility. Hyperprolactinemia can be simultaneously corrected through medication once organic causes are excluded. Hope this helps.",PCOS,pcos,ambiguous
I'm really worried about this and can't stop thinking about it. Can I get pregnant if my prolactin is > 23.3 ng/ml (actual results = 35.7)? I am currently taking medication for hypo-thyroidism - which has been diagnosed recently - so I am unsure if the medication is causing this increase. I have yet to get the medication level correct for the hypo-thyroidism. Thanks!,"Hello, It is indeed a cause for concern if you have hyperprolactinemia and this can cause infertility and hence, needs to be corrected. Treatment of hypothyroidism is not responsible for this condition; in fact, the hormonal defect could be an associated factor, and you may need further investigation and treatment for multiple hormone imbalances that could lead to infertility. Hyperprolactinemia can be simultaneously corrected through medication once organic causes are excluded. Hope this helps.",PCOS,pcos,emotionally_concerned
i got married before 4 years and i have PCOD. now i started taking amway nutrilite product after consulting with our home town docter. now some are saying that is just for general health not specially made for fertility. so i want to know that will this products help me in conceiving? please help me out.,"Hi there, , Nutrilite is a nutritional supplement and improves overall health if your diet is not balanced. For PCs, it may not be particularly helpful. For PCs you need to take specific treatment. The most important advice with PCs treatment is diet and exercise, women with PCs, if loose at least 5 -6 kilos are known to have regular periods, which tremendously increases their chances of conceiving. Medications such as metformin and camphene are helpful. Hope this helps. Regards.",PCOS,"pcod, metformin",canonical
Patient presents with the following concern: i got married before 4 years and i have PCOD. now i started taking amway nutrilite product after consulting with our home town docter. now some are saying that is just for general health not specially made for fertility. so i want to know that will this products help me in conceiving? please help me out.,"Hi there, , Nutrilite is a nutritional supplement and improves overall health if your diet is not balanced. For PCs, it may not be particularly helpful. For PCs you need to take specific treatment. The most important advice with PCs treatment is diet and exercise, women with PCs, if loose at least 5 -6 kilos are known to have regular periods, which tremendously increases their chances of conceiving. Medications such as metformin and camphene are helpful. Hope this helps. Regards.",PCOS,"pcod, metformin",clinical
Just wanted to ask something: i got married before 4 years and i have PCOD. now i started taking amway nutrilite product after consulting with our home town docter. now some are saying that is just for general health not specially made for fertility. so i want to know that will this products help me in conceiving? please help me out.,"Hi there, , Nutrilite is a nutritional supplement and improves overall health if your diet is not balanced. For PCs, it may not be particularly helpful. For PCs you need to take specific treatment. The most important advice with PCs treatment is diet and exercise, women with PCs, if loose at least 5 -6 kilos are known to have regular periods, which tremendously increases their chances of conceiving. Medications such as metformin and camphene are helpful. Hope this helps. Regards.",PCOS,"pcod, metformin",layperson
"This is a bit awkward for me to bring up, but here goes. i got married before 4 years and i have PCOD. now i started taking amway nutrilite product after consulting with our home town docter. now some are saying that is just for general health not specially made for fertility. so i want to know that will this products help me in conceiving? please help me out.","Hi there, , Nutrilite is a nutritional supplement and improves overall health if your diet is not balanced. For PCs, it may not be particularly helpful. For PCs you need to take specific treatment. The most important advice with PCs treatment is diet and exercise, women with PCs, if loose at least 5 -6 kilos are known to have regular periods, which tremendously increases their chances of conceiving. Medications such as metformin and camphene are helpful. Hope this helps. Regards.",PCOS,"pcod, metformin",indirect_cultural
i got married before 4 years and i have something. I'm not really sure how to explain it exactly.,"Hi there, , Nutrilite is a nutritional supplement and improves overall health if your diet is not balanced. For PCs, it may not be particularly helpful. For PCs you need to take specific treatment. The most important advice with PCs treatment is diet and exercise, women with PCs, if loose at least 5 -6 kilos are known to have regular periods, which tremendously increases their chances of conceiving. Medications such as metformin and camphene are helpful. Hope this helps. Regards.",PCOS,"pcod, metformin",ambiguous
This is scaring me a lot and I need to know what's going on. i got married before 4 years and i have PCOD. now i started taking amway nutrilite product after consulting with our home town docter. now some are saying that is just for general health not specially made for fertility. so i want to know that will this products help me in conceiving? please help me out.,"Hi there, , Nutrilite is a nutritional supplement and improves overall health if your diet is not balanced. For PCs, it may not be particularly helpful. For PCs you need to take specific treatment. The most important advice with PCs treatment is diet and exercise, women with PCs, if loose at least 5 -6 kilos are known to have regular periods, which tremendously increases their chances of conceiving. Medications such as metformin and camphene are helpful. Hope this helps. Regards.",PCOS,"pcod, metformin",emotionally_concerned
"hi i have a question, my period this montChatDoctore on two days late and it only lasted maybe a day or a day and a half and was very light. i had a peagnancy test done 5 days ago and it said negative should i go get another one done at the health department? could i still have a chance at being pregnant?","Hello dear, I understand your concern. In my opinion the delayed period with scanty bleeding needs to rule out pregnancy. As the test is negative the chances of pregnancy are rare. I suggest you to repeat the test after a week. If the repeat rest is also negative the pregnancy is ruled out. And the abnormal period can be due to hormonal imbalance due to stress or any. But if this sort of abnormal period continues every month then thyroid abnormalities, stress, overweight or obesity should be checked and treated. Nothing to worry. Best regards...",PCOS,hormonal imbalance,canonical
"Patient presents with the following concern: hi i have a question, my period this montChatDoctore on two days late and it only lasted maybe a day or a day and a half and was very light. i had a peagnancy test done 5 days ago and it said negative should i go get another one done at the health department? could i still have a chance at being pregnant?","Hello dear, I understand your concern. In my opinion the delayed period with scanty bleeding needs to rule out pregnancy. As the test is negative the chances of pregnancy are rare. I suggest you to repeat the test after a week. If the repeat rest is also negative the pregnancy is ruled out. And the abnormal period can be due to hormonal imbalance due to stress or any. But if this sort of abnormal period continues every month then thyroid abnormalities, stress, overweight or obesity should be checked and treated. Nothing to worry. Best regards...",PCOS,hormonal imbalance,clinical
"Quick question for you: hi i have a question, my period this montChatDoctore on two days late and it only lasted maybe a day or a day and a half and was very light. i had a peagnancy test done 5 days ago and it said negative should i go get another one done at the health department? could i still have a chance at being pregnant?","Hello dear, I understand your concern. In my opinion the delayed period with scanty bleeding needs to rule out pregnancy. As the test is negative the chances of pregnancy are rare. I suggest you to repeat the test after a week. If the repeat rest is also negative the pregnancy is ruled out. And the abnormal period can be due to hormonal imbalance due to stress or any. But if this sort of abnormal period continues every month then thyroid abnormalities, stress, overweight or obesity should be checked and treated. Nothing to worry. Best regards...",PCOS,hormonal imbalance,layperson
"I don't usually talk about this stuff, but I need some advice. hi i have a question, my period this montChatDoctore on two days late and it only lasted maybe a day or a day and a half and was very light. i had a peagnancy test done 5 days ago and it said negative should i go get another one done at the health department? could i still have a chance at being pregnant?","Hello dear, I understand your concern. In my opinion the delayed period with scanty bleeding needs to rule out pregnancy. As the test is negative the chances of pregnancy are rare. I suggest you to repeat the test after a week. If the repeat rest is also negative the pregnancy is ruled out. And the abnormal period can be due to hormonal imbalance due to stress or any. But if this sort of abnormal period continues every month then thyroid abnormalities, stress, overweight or obesity should be checked and treated. Nothing to worry. Best regards...",PCOS,hormonal imbalance,indirect_cultural
"hi i have a question, my period this montChatDoctore on two days late and it only lasted maybe a day or a day and a half and was very light. I'm not really sure how to explain it exactly.","Hello dear, I understand your concern. In my opinion the delayed period with scanty bleeding needs to rule out pregnancy. As the test is negative the chances of pregnancy are rare. I suggest you to repeat the test after a week. If the repeat rest is also negative the pregnancy is ruled out. And the abnormal period can be due to hormonal imbalance due to stress or any. But if this sort of abnormal period continues every month then thyroid abnormalities, stress, overweight or obesity should be checked and treated. Nothing to worry. Best regards...",PCOS,hormonal imbalance,ambiguous
"I'm quite anxious about this, please help me understand. hi i have a question, my period this montChatDoctore on two days late and it only lasted maybe a day or a day and a half and was very light. i had a peagnancy test done 5 days ago and it said negative should i go get another one done at the health department? could i still have a chance at being pregnant?","Hello dear, I understand your concern. In my opinion the delayed period with scanty bleeding needs to rule out pregnancy. As the test is negative the chances of pregnancy are rare. I suggest you to repeat the test after a week. If the repeat rest is also negative the pregnancy is ruled out. And the abnormal period can be due to hormonal imbalance due to stress or any. But if this sort of abnormal period continues every month then thyroid abnormalities, stress, overweight or obesity should be checked and treated. Nothing to worry. Best regards...",PCOS,hormonal imbalance,emotionally_concerned
I need some help and info on the drug mkat because unfortunatley iv taken more than i should have in the past few weeks and im trying my hardest to not take it anymore. Id also like to get info on the effects the drug can have and can it stop you getting pregnant even if its not taken on a day to day basis,"Hi, No matter how much you take it, if it hasn't caused side effects like hormonal imbalance or other vascular side effects, on fertility no long term effects occur and after certain time these medications get washed away due to limit half life. Once you had stopped it, and you get pregnant these will not have any side effects on the baby or on your fertility. Wishing you a speedy recovery. Hope I have answered your query. Let me know if I can assist you further.",PCOS,hormonal imbalance,canonical
Patient presents with the following concern: I need some help and info on the drug mkat because unfortunatley iv taken more than i should have in the past few weeks and im trying my hardest to not take it anymore. Id also like to get info on the effects the drug can have and can it stop you getting pregnant even if its not taken on a day to day basis,"Hi, No matter how much you take it, if it hasn't caused side effects like hormonal imbalance or other vascular side effects, on fertility no long term effects occur and after certain time these medications get washed away due to limit half life. Once you had stopped it, and you get pregnant these will not have any side effects on the baby or on your fertility. Wishing you a speedy recovery. Hope I have answered your query. Let me know if I can assist you further.",PCOS,hormonal imbalance,clinical
I wanted to check something: I need some help and info on the drug mkat because unfortunatley iv taken more than i should have in the past few weeks and im trying my hardest to not take it anymore. Id also like to get info on the effects the drug can have and can it stop you getting pregnant even if its not taken on a day to day basis,"Hi, No matter how much you take it, if it hasn't caused side effects like hormonal imbalance or other vascular side effects, on fertility no long term effects occur and after certain time these medications get washed away due to limit half life. Once you had stopped it, and you get pregnant these will not have any side effects on the baby or on your fertility. Wishing you a speedy recovery. Hope I have answered your query. Let me know if I can assist you further.",PCOS,hormonal imbalance,layperson
"It's hard for me to put this into words, but I'll try. I need some help and info on the drug mkat because unfortunatley iv taken more than i should have in the past few weeks and im trying my hardest to not take it anymore. Id also like to get info on the effects the drug can have and can it stop you getting pregnant even if its not taken on a day to day basis","Hi, No matter how much you take it, if it hasn't caused side effects like hormonal imbalance or other vascular side effects, on fertility no long term effects occur and after certain time these medications get washed away due to limit half life. Once you had stopped it, and you get pregnant these will not have any side effects on the baby or on your fertility. Wishing you a speedy recovery. Hope I have answered your query. Let me know if I can assist you further.",PCOS,hormonal imbalance,indirect_cultural
I need some help and info on the drug mkat because unfortunatley iv taken more than i should have in the past few weeks and im trying my hardest to not take it anymore. I'm not really sure how to explain it exactly.,"Hi, No matter how much you take it, if it hasn't caused side effects like hormonal imbalance or other vascular side effects, on fertility no long term effects occur and after certain time these medications get washed away due to limit half life. Once you had stopped it, and you get pregnant these will not have any side effects on the baby or on your fertility. Wishing you a speedy recovery. Hope I have answered your query. Let me know if I can assist you further.",PCOS,hormonal imbalance,ambiguous
I've been really stressed about this and need some reassurance. I need some help and info on the drug mkat because unfortunatley iv taken more than i should have in the past few weeks and im trying my hardest to not take it anymore. Id also like to get info on the effects the drug can have and can it stop you getting pregnant even if its not taken on a day to day basis,"Hi, No matter how much you take it, if it hasn't caused side effects like hormonal imbalance or other vascular side effects, on fertility no long term effects occur and after certain time these medications get washed away due to limit half life. Once you had stopped it, and you get pregnant these will not have any side effects on the baby or on your fertility. Wishing you a speedy recovery. Hope I have answered your query. Let me know if I can assist you further.",PCOS,hormonal imbalance,emotionally_concerned
"Me n my frnd had protected sex with condom on, now she has missed periods for 3 months continuos. She fears she would be pregnent ,but we are sure that she is not what could be reasons she is missing her periods and what are the chances if getting pregnent, she also did UPT , it was negative please suggest","Hi, Thanks for asking. I understand your query. Sex with condom can cause pregnancy . When the condom tears in vagina.-ve pregnancy test excludes pregnancy. Though it needs to be repeated to confirm. Your friend should get investigated for finding the cause of stopping the periods for 3 months. (It could be severe anemia/ chronic or debilitating illness/ hormonal imbalance(thyroid, ovarian cause or pod). Art her consult a gynecologist for finding the cause followed by specific treatment. Thanks.",PCOS,hormonal imbalance,canonical
"Patient presents with the following concern: Me n my frnd had protected sex with condom on, now she has missed periods for 3 months continuos. She fears she would be pregnent ,but we are sure that she is not what could be reasons she is missing her periods and what are the chances if getting pregnent, she also did UPT , it was negative please suggest","Hi, Thanks for asking. I understand your query. Sex with condom can cause pregnancy . When the condom tears in vagina.-ve pregnancy test excludes pregnancy. Though it needs to be repeated to confirm. Your friend should get investigated for finding the cause of stopping the periods for 3 months. (It could be severe anemia/ chronic or debilitating illness/ hormonal imbalance(thyroid, ovarian cause or pod). Art her consult a gynecologist for finding the cause followed by specific treatment. Thanks.",PCOS,hormonal imbalance,clinical
"So here's my question: Me n my frnd had protected sex with condom on, now she has missed periods for 3 months continuos. She fears she would be pregnent ,but we are sure that she is not what could be reasons she is missing her periods and what are the chances if getting pregnent, she also did UPT , it was negative please suggest","Hi, Thanks for asking. I understand your query. Sex with condom can cause pregnancy . When the condom tears in vagina.-ve pregnancy test excludes pregnancy. Though it needs to be repeated to confirm. Your friend should get investigated for finding the cause of stopping the periods for 3 months. (It could be severe anemia/ chronic or debilitating illness/ hormonal imbalance(thyroid, ovarian cause or pod). Art her consult a gynecologist for finding the cause followed by specific treatment. Thanks.",PCOS,hormonal imbalance,layperson
"I'm not really comfortable talking about this kind of thing, but I have to ask. Me n my frnd had protected sex with condom on, now she has missed periods for 3 months continuos. She fears she would be pregnent ,but we are sure that she is not what could be reasons she is missing her periods and what are the chances if getting pregnent, she also did UPT , it was negative please suggest","Hi, Thanks for asking. I understand your query. Sex with condom can cause pregnancy . When the condom tears in vagina.-ve pregnancy test excludes pregnancy. Though it needs to be repeated to confirm. Your friend should get investigated for finding the cause of stopping the periods for 3 months. (It could be severe anemia/ chronic or debilitating illness/ hormonal imbalance(thyroid, ovarian cause or pod). Art her consult a gynecologist for finding the cause followed by specific treatment. Thanks.",PCOS,hormonal imbalance,indirect_cultural
"Me n my frnd had protected sex with condom on, now she has missed periods for 3 months continuos. I'm not really sure how to explain it exactly.","Hi, Thanks for asking. I understand your query. Sex with condom can cause pregnancy . When the condom tears in vagina.-ve pregnancy test excludes pregnancy. Though it needs to be repeated to confirm. Your friend should get investigated for finding the cause of stopping the periods for 3 months. (It could be severe anemia/ chronic or debilitating illness/ hormonal imbalance(thyroid, ovarian cause or pod). Art her consult a gynecologist for finding the cause followed by specific treatment. Thanks.",PCOS,hormonal imbalance,ambiguous
"I'm really worried about this and can't stop thinking about it. Me n my frnd had protected sex with condom on, now she has missed periods for 3 months continuos. She fears she would be pregnent ,but we are sure that she is not what could be reasons she is missing her periods and what are the chances if getting pregnent, she also did UPT , it was negative please suggest","Hi, Thanks for asking. I understand your query. Sex with condom can cause pregnancy . When the condom tears in vagina.-ve pregnancy test excludes pregnancy. Though it needs to be repeated to confirm. Your friend should get investigated for finding the cause of stopping the periods for 3 months. (It could be severe anemia/ chronic or debilitating illness/ hormonal imbalance(thyroid, ovarian cause or pod). Art her consult a gynecologist for finding the cause followed by specific treatment. Thanks.",PCOS,hormonal imbalance,emotionally_concerned
"hallo doctor i am 27 old ihave no child. Ihave pcod so irregular periods itake medicines .Before 5 month idid laproscopy for dri lling and tube test yet iam not concieving. my husbands semen result is 15million count, 3-4 pus cells,but theliquifaction time is more than 180 min so what can i do ? plese answer","Hi, For POD, you may need ovulation induction with medicines. Kindly repeat husbands semen analysis. If count comes to be more than 20million (OR if volume is >2mL with 15million count), husband can take bromelain tablets to assist in liquefaction. By this means you can conceive easily naturally. What you require is consultation with infertility specialist. Wish you good health.",PCOS,"pcod, irregular periods",canonical
"Patient presents with the following concern: hallo doctor i am 27 old ihave no child. Ihave pcod so irregular periods itake medicines .Before 5 month idid laproscopy for dri lling and tube test yet iam not concieving. my husbands semen result is 15million count, 3-4 pus cells,but theliquifaction time is more than 180 min so what can i do ? plese answer","Hi, For POD, you may need ovulation induction with medicines. Kindly repeat husbands semen analysis. If count comes to be more than 20million (OR if volume is >2mL with 15million count), husband can take bromelain tablets to assist in liquefaction. By this means you can conceive easily naturally. What you require is consultation with infertility specialist. Wish you good health.",PCOS,"pcod, irregular periods",clinical
"Just wanted to ask something: hallo doctor i am 27 old ihave no child. Ihave pcod so irregular periods itake medicines .Before 5 month idid laproscopy for dri lling and tube test yet iam not concieving. my husbands semen result is 15million count, 3-4 pus cells,but theliquifaction time is more than 180 min so what can i do ? plese answer","Hi, For POD, you may need ovulation induction with medicines. Kindly repeat husbands semen analysis. If count comes to be more than 20million (OR if volume is >2mL with 15million count), husband can take bromelain tablets to assist in liquefaction. By this means you can conceive easily naturally. What you require is consultation with infertility specialist. Wish you good health.",PCOS,"pcod, irregular periods",layperson
"This is a bit awkward for me to bring up, but here goes. hallo doctor i am 27 old ihave no child. Ihave pcod so irregular periods itake medicines .Before 5 month idid laproscopy for dri lling and tube test yet iam not concieving. my husbands semen result is 15million count, 3-4 pus cells,but theliquifaction time is more than 180 min so what can i do ? plese answer","Hi, For POD, you may need ovulation induction with medicines. Kindly repeat husbands semen analysis. If count comes to be more than 20million (OR if volume is >2mL with 15million count), husband can take bromelain tablets to assist in liquefaction. By this means you can conceive easily naturally. What you require is consultation with infertility specialist. Wish you good health.",PCOS,"pcod, irregular periods",indirect_cultural
hallo doctor i am 27 old ihave no child. I'm not really sure how to explain it exactly.,"Hi, For POD, you may need ovulation induction with medicines. Kindly repeat husbands semen analysis. If count comes to be more than 20million (OR if volume is >2mL with 15million count), husband can take bromelain tablets to assist in liquefaction. By this means you can conceive easily naturally. What you require is consultation with infertility specialist. Wish you good health.",PCOS,"pcod, irregular periods",ambiguous
