item_id,seed_id,category,style,source_text_en,gold_condition,ar_text,ar_translator_id,ar_reviewer_id,ar_validation_status,ar_notes
pcos-020_ambiguous,pcos-020,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-020_emotionally_concerned,pcos-020,pcos,emotionally_concerned,I am really worried and scared about PCOD and weight. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-021_canonical,pcos-021,pcos,canonical,"hi dr im yvette i do have problem my period then i wanted to get pregnant they diganosed me having polycystic ovarian syndrome..then my dr gave me ikaclomin, is there possible i got pregnant if i do take this tablet? thanks YYYY@YYYY my email godbless",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-021_clinical,pcos-021,pcos,clinical,I have symptoms related to polycystic ovaries.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-021_layperson,pcos-021,pcos,layperson,I think something hormonal is going on with me (polycystic ovaries).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-021_indirect_cultural,pcos-021,pcos,indirect_cultural,My body changes (polycystic ovaries) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-021_ambiguous,pcos-021,pcos,ambiguous,Something feels wrong with my cycle / hormones (polycystic ovaries).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-021_emotionally_concerned,pcos-021,pcos,emotionally_concerned,I am really worried and scared about polycystic ovaries. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-022_canonical,pcos-022,pcos,canonical,"i am found to have reactive lymphadenitis of left cervical region along with that i have pain in left shoulder and mild fever in d mornings.My age is 21, weight 62kg and heigt 160cm. I have been on metformin and OCPs for past 4 year since i have PCOD.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-022_clinical,pcos-022,pcos,clinical,I have symptoms related to PCOD and weight.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-022_layperson,pcos-022,pcos,layperson,I think something hormonal is going on with me (PCOD and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-022_indirect_cultural,pcos-022,pcos,indirect_cultural,My body changes (PCOD and weight) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-022_ambiguous,pcos-022,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD and weight).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-022_emotionally_concerned,pcos-022,pcos,emotionally_concerned,I am really worried and scared about PCOD and weight. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-023_canonical,pcos-023,pcos,canonical,"hi i hav PCOD complaint n now tat we r planning for kids, my doctor suggested me to take bigomet sr 500 n duphaston 10 mg twice a day. i started having pain in my lower abdomen after taking these medicines. wat culd b d reason n is it going to effect.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-023_clinical,pcos-023,pcos,clinical,I have symptoms related to PCOD.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-023_layperson,pcos-023,pcos,layperson,I think something hormonal is going on with me (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-023_indirect_cultural,pcos-023,pcos,indirect_cultural,My body changes (PCOD) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-023_ambiguous,pcos-023,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-023_emotionally_concerned,pcos-023,pcos,emotionally_concerned,I am really worried and scared about PCOD. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-024_canonical,pcos-024,pcos,canonical,"i have PCOD and am trying to get pregnant...doc has prescribed me ovigyn D, obimet SR and R nine granules...am having these for the last 1 month...but i have still not got my period this month...will these medicines help in getting my periods regular?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-024_clinical,pcos-024,pcos,clinical,I have symptoms related to PCOD and trying to get pregnant.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-024_layperson,pcos-024,pcos,layperson,I think something hormonal is going on with me (PCOD and trying to get pregnant).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-024_indirect_cultural,pcos-024,pcos,indirect_cultural,My body changes (PCOD and trying to get pregnant) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-024_ambiguous,pcos-024,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD and trying to get pregnant).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-024_emotionally_concerned,pcos-024,pcos,emotionally_concerned,I am really worried and scared about PCOD and trying to get pregnant. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-025_canonical,pcos-025,pcos,canonical,"sir, I am having PCOD , & my gnyo has adviced to take flovite & glycomate in the morning after food & in the night glycomate again . From the 2nd day of my periods she asked me to take letovol 2.5 mg for 5days Is there chances for getting pregnant ???",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-025_clinical,pcos-025,pcos,clinical,I have symptoms related to PCOD.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-025_layperson,pcos-025,pcos,layperson,I think something hormonal is going on with me (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-025_indirect_cultural,pcos-025,pcos,indirect_cultural,My body changes (PCOD) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-025_ambiguous,pcos-025,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-025_emotionally_concerned,pcos-025,pcos,emotionally_concerned,I am really worried and scared about PCOD. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-026_canonical,pcos-026,pcos,canonical,"Hi doctor,I am 23 years old female. I have PCOS. I was a heavy coffee drinker before knowing this condition. But I have controlled it. I am taking black coffee once a week. Is it fine to have a coffee when having PCOS?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-026_clinical,pcos-026,pcos,clinical,I have symptoms related to PCOS.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-026_layperson,pcos-026,pcos,layperson,I think something hormonal is going on with me (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-026_indirect_cultural,pcos-026,pcos,indirect_cultural,My body changes (PCOS) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-026_ambiguous,pcos-026,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-026_emotionally_concerned,pcos-026,pcos,emotionally_concerned,I am really worried and scared about PCOS. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-027_canonical,pcos-027,pcos,canonical,"Hello doctor,I had unprotected sex 10 days back and then took Unwanted 72 after four hours. I have not got any withdrawal bleeding yet. What does it mean? When should I take the pregnancy test? Also, I am a patient of PCOD.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-027_clinical,pcos-027,pcos,clinical,I have symptoms related to PCOD.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-027_layperson,pcos-027,pcos,layperson,I think something hormonal is going on with me (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-027_indirect_cultural,pcos-027,pcos,indirect_cultural,My body changes (PCOD) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-027_ambiguous,pcos-027,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOD).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-027_emotionally_concerned,pcos-027,pcos,emotionally_concerned,I am really worried and scared about PCOD. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-028_canonical,pcos-028,pcos,canonical,"Hello doctor,I am taking my second-day pill of my Krimson 35 for PCOS. I had unprotected sex with my husband, and we are not planning for a baby now. Should I take I-pill also along with Krimson 35 to avoid pregnancy?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-028_clinical,pcos-028,pcos,clinical,I have symptoms related to PCOS.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-028_layperson,pcos-028,pcos,layperson,I think something hormonal is going on with me (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-028_indirect_cultural,pcos-028,pcos,indirect_cultural,My body changes (PCOS) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-028_ambiguous,pcos-028,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-028_emotionally_concerned,pcos-028,pcos,emotionally_concerned,I am really worried and scared about PCOS. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-029_canonical,pcos-029,pcos,canonical,"Hello doctor,My vagina has cysts and a cut on the inside. I have PCOS and the cysts never hurt until now. I also never have a regular period. And I want to know how I can increase my chance of getting pregnant.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-029_clinical,pcos-029,pcos,clinical,I have symptoms related to PCOS and cysts.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-029_layperson,pcos-029,pcos,layperson,I think something hormonal is going on with me (PCOS and cysts).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-029_indirect_cultural,pcos-029,pcos,indirect_cultural,My body changes (PCOS and cysts) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-029_ambiguous,pcos-029,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and cysts).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-029_emotionally_concerned,pcos-029,pcos,emotionally_concerned,I am really worried and scared about PCOS and cysts. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-030_canonical,pcos-030,pcos,canonical,My periods have been very irregular since 6 months but I also get acne and chest hair which I think is related. What other signs of PCOS can it be?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-030_clinical,pcos-030,pcos,clinical,I have symptoms related to PCOS and acne.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-030_layperson,pcos-030,pcos,layperson,I think something hormonal is going on with me (PCOS and acne).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-030_indirect_cultural,pcos-030,pcos,indirect_cultural,My body changes (PCOS and acne) have become hard to ignore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-030_ambiguous,pcos-030,pcos,ambiguous,Something feels wrong with my cycle / hormones (PCOS and acne).,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
pcos-030_emotionally_concerned,pcos-030,pcos,emotionally_concerned,I am really worried and scared about PCOS and acne. Please help me understand what this means.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,,,,pending,
fert-001_canonical,fert-001,fertility,canonical,I have irregular periods since a few months and now I am trying to conceive. Can my irregular periods cause any problem in getting pregnant?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-001_clinical,fert-001,fertility,clinical,I have concerns about irregular periods and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-001_layperson,fert-001,fertility,layperson,We have been trying for a baby and I worry about irregular periods and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-001_indirect_cultural,fert-001,fertility,indirect_cultural,Family-building has not happened yet; this relates to irregular periods and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-001_ambiguous,fert-001,fertility,ambiguous,Something feels wrong with our ability to conceive (irregular periods and trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-001_emotionally_concerned,fert-001,fertility,emotionally_concerned,I am really worried and scared about irregular periods and trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-002_canonical,fert-002,fertility,canonical,I am trying to conceive but my periods have not come for the past two months. Is this normal or could there be something wrong?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-002_clinical,fert-002,fertility,clinical,I have concerns about trying to conceive and periods have not come.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-002_layperson,fert-002,fertility,layperson,We have been trying for a baby and I worry about trying to conceive and periods have not come.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-002_indirect_cultural,fert-002,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to conceive and periods have not come.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-002_ambiguous,fert-002,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to conceive and periods have not come).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-002_emotionally_concerned,fert-002,fertility,emotionally_concerned,I am really worried and scared about trying to conceive and periods have not come. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-003_canonical,fert-003,fertility,canonical,I have been trying to get pregnant for the past 1 year but without success. Could Polycystic Ovary Syndrome be the reason?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-003_clinical,fert-003,fertility,clinical,I have concerns about polycystic ovaries and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-003_layperson,fert-003,fertility,layperson,We have been trying for a baby and I worry about polycystic ovaries and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-003_indirect_cultural,fert-003,fertility,indirect_cultural,Family-building has not happened yet; this relates to polycystic ovaries and trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-003_ambiguous,fert-003,fertility,ambiguous,Something feels wrong with our ability to conceive (polycystic ovaries and trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-003_emotionally_concerned,fert-003,fertility,emotionally_concerned,I am really worried and scared about polycystic ovaries and trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-004_canonical,fert-004,fertility,canonical,My doctor said that I have PCOS but my husband and I are trying to conceive. Is it still possible for me to get pregnant?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-004_clinical,fert-004,fertility,clinical,I have concerns about PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-004_layperson,fert-004,fertility,layperson,We have been trying for a baby and I worry about PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-004_indirect_cultural,fert-004,fertility,indirect_cultural,Family-building has not happened yet; this relates to PCOS and trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-004_ambiguous,fert-004,fertility,ambiguous,Something feels wrong with our ability to conceive (PCOS and trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-004_emotionally_concerned,fert-004,fertility,emotionally_concerned,I am really worried and scared about PCOS and trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-005_canonical,fert-005,fertility,canonical,I have heard that during menopause a woman cannot get pregnant. Is it true that I cannot conceive during this phase?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-005_clinical,fert-005,fertility,clinical,I have concerns about conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-005_layperson,fert-005,fertility,layperson,We have been trying for a baby and I worry about conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-005_indirect_cultural,fert-005,fertility,indirect_cultural,Family-building has not happened yet; this relates to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-005_ambiguous,fert-005,fertility,ambiguous,Something feels wrong with our ability to conceive (conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-005_emotionally_concerned,fert-005,fertility,emotionally_concerned,I am really worried and scared about conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-006_canonical,fert-006,fertility,canonical,Is it recommended to abstain from sexual activity when I am menstruating if we are trying to get pregnant?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-006_clinical,fert-006,fertility,clinical,I have concerns about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-006_layperson,fert-006,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-006_indirect_cultural,fert-006,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-006_ambiguous,fert-006,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-006_emotionally_concerned,fert-006,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-007_canonical,fert-007,fertility,canonical,My husband and I are trying to conceive a baby. Is it not allowed to have intercourse during my periods?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-007_clinical,fert-007,fertility,clinical,I have concerns about trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-007_layperson,fert-007,fertility,layperson,We have been trying for a baby and I worry about trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-007_indirect_cultural,fert-007,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-007_ambiguous,fert-007,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-007_emotionally_concerned,fert-007,fertility,emotionally_concerned,I am really worried and scared about trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-008_canonical,fert-008,fertility,canonical,My friends are trying to get pregnant and they are asking me about ovulation. When does this take place?,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-008_clinical,fert-008,fertility,clinical,I have concerns about trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-008_layperson,fert-008,fertility,layperson,We have been trying for a baby and I worry about trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-008_indirect_cultural,fert-008,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to get pregnant and ovulation.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-008_ambiguous,fert-008,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to get pregnant and ovulation).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-008_emotionally_concerned,fert-008,fertility,emotionally_concerned,I am really worried and scared about trying to get pregnant and ovulation. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-009_canonical,fert-009,fertility,canonical,doctor my husband have infertility problem n whr we go doctors says to have a baby we hv to do ivf or iui treatment. we r prepared for it but we r confused to which doctor to choose who r good in this plz doctor help me.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-009_clinical,fert-009,fertility,clinical,"I have concerns about infertility, IVF, and IUI.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-009_layperson,fert-009,fertility,layperson,"We have been trying for a baby and I worry about infertility, IVF, and IUI.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-009_indirect_cultural,fert-009,fertility,indirect_cultural,"Family-building has not happened yet; this relates to infertility, IVF, and IUI.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-009_ambiguous,fert-009,fertility,ambiguous,"Something feels wrong with our ability to conceive (infertility, IVF, and IUI).",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-009_emotionally_concerned,fert-009,fertility,emotionally_concerned,"I am really worried and scared about infertility, IVF, and IUI. Please help me understand what this means.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-010_canonical,fert-010,fertility,canonical,Yes I am just trying to get some information about fertility . Me and my husband have been ttc for 3yrs and no luck. We have 1 kid and he is now 6. I dont know if I should see my family physician or obgyn or to go to a fertility doctor,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-010_clinical,fert-010,fertility,clinical,I have concerns about TTC and fertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-010_layperson,fert-010,fertility,layperson,We have been trying for a baby and I worry about TTC and fertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-010_indirect_cultural,fert-010,fertility,indirect_cultural,Family-building has not happened yet; this relates to TTC and fertility.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-010_ambiguous,fert-010,fertility,ambiguous,Something feels wrong with our ability to conceive (TTC and fertility).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-010_emotionally_concerned,fert-010,fertility,emotionally_concerned,I am really worried and scared about TTC and fertility. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-011_canonical,fert-011,fertility,canonical,"hi, i am an indian woman. i am 31 yrs old. i completed 31 in this march. we are trying to conceive since almost past 6 months with no success. could you please guide me with what to do? is it too late to conceive after one is 30yrs old?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-011_clinical,fert-011,fertility,clinical,I have concerns about trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-011_layperson,fert-011,fertility,layperson,We have been trying for a baby and I worry about trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-011_indirect_cultural,fert-011,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-011_ambiguous,fert-011,fertility,ambiguous,Something feels wrong with our ability to conceive (trying to conceive).,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-011_emotionally_concerned,fert-011,fertility,emotionally_concerned,I am really worried and scared about trying to conceive. Please help me understand what this means.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-012_canonical,fert-012,fertility,canonical,"Hi, I have gone through infertility treatment for about 2 to 3 years. I went through IVF also. But the doctor says that my Ovary is producing enough eggs for the treatments. Is there any I can overcome this problem and will I be able to conceive",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-012_clinical,fert-012,fertility,clinical,"I have concerns about infertility, IVF, and conceive.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-012_layperson,fert-012,fertility,layperson,"We have been trying for a baby and I worry about infertility, IVF, and conceive.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-012_indirect_cultural,fert-012,fertility,indirect_cultural,"Family-building has not happened yet; this relates to infertility, IVF, and conceive.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-012_ambiguous,fert-012,fertility,ambiguous,"Something feels wrong with our ability to conceive (infertility, IVF, and conceive).",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-012_emotionally_concerned,fert-012,fertility,emotionally_concerned,"I am really worried and scared about infertility, IVF, and conceive. Please help me understand what this means.",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-013_canonical,fert-013,fertility,canonical,"im 29, 54 in height, & weigh 65 kgs. we have been trying to conceive for about 9 years and yet we are unsuccessful.. we already consulted a doctor and according to them were both okay. what do you think is the reason why we cant conceive a child?",Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-013_clinical,fert-013,fertility,clinical,I have concerns about trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-013_layperson,fert-013,fertility,layperson,We have been trying for a baby and I worry about trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
fert-013_indirect_cultural,fert-013,fertility,indirect_cultural,Family-building has not happened yet; this relates to trying to conceive.,Infertility | https://www.nhs.uk/conditions/infertility/,,,,pending,
