item_id,seed_id,category,style,source_text_en,gold_condition,ar_text,ar_text_slang_eg,ar_translator_id,ar_reviewer_id,ar_validation_status,ar_notes
pcos-015_layperson,pcos-015,pcos,layperson,"I'm 26, 5'2"" and weigh 55 kg. I have PCOS and I already lost a pregnancy in the 2nd month. My doctor has now suggested I take letrozole tablets along with astaxanthin capsules (Ova Shield). How does this combination work? I want to get pregnant.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"عمري 26 عامًا، وطولي 5 أقدام وبوصتان ووزني 55 كجم. لدي متلازمة تكيس المبايض (PCOS) وسبق أن فقدت حملًا في الشهر الثاني. اقترح الطبيب الآن أن أتناول أقراص letrozole مع كبسولات astaxanthin ‏(Ova Shield). كيف يعمل هذا الجمع؟ أريد الحمل.","عندي 26 سنة، وطولي 5 أقدام وبوصتان ووزني 55 كجم. عندي تكيس المبايض (PCOS) وسبق أن فقدت حملًا في الشهر الثاني. اقترح الدكتور دلوقتي أن باخد أقراص letrozole مع كبسولات astaxanthin ‏(Ova Shield). الجمع بينهم بيشتغل إزاي؟ ده عايزة الحمل.",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-015_indirect_cultural,pcos-015,pcos,indirect_cultural,I'm 26 and have that hormone condition — I lost a pregnancy early on before. My doctor has now given me two different tablets to take together. How is this supposed to help me? I really want to have a child.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"عمري 26 عامًا ولدي ذلك الاضطراب الهرموني، وقد فقدت حملًا في بدايته من قبل. أعطاني الطبيب الآن نوعين من الأقراص لأتناولهما معًا. كيف يُفترض أن يساعداني؟ أريد حقًا طفلًا.","عندي 26 سنة وعندي الاضطراب الهرموني ده، وقد فقدت حملًا في بدايته من قبل. الدكتور اداني دلوقتي نوعين من الأقراص لباخدهما معًا. إزاي المفروض يساعداني؟ عايزة حقًا طفلًا.",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-015_ambiguous,pcos-015,pcos,ambiguous,"I lost a pregnancy early once before, and now I've been given a combination of tablets to take — how is this supposed to help me?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"فقدت حملًا في بدايته من قبل، ووُصف لي الآن مزيج من الأقراص. كيف يُفترض أن يساعدني هذا العلاج؟","فقدت حملًا في بدايته من قبل، والدكتور كتب لي دلوقتي مزيج من الأقراص. إزاي المفروض يساعدني العلاج؟ ده",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-015_emotionally_concerned,pcos-015,pcos,emotionally_concerned,I'm 26 and heartbroken — I have PCOS and already lost a pregnancy at 2 months. My doctor gave me letrozole with astaxanthin capsules — how does this work? I want so badly to get pregnant this time.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,عمري 26 عامًا وقلبي مكسور؛ لدي متلازمة تكيس المبايض (PCOS) وسبق أن فقدت حملًا في الشهر الثاني. وصف لي الطبيب letrozole مع كبسولات astaxanthin. كيف يعمل هذا العلاج؟ أريد بشدة أن أنجح في الحمل هذه المرة.,عندي 26 سنة وقلبي مكسور؛ عندي تكيس المبايض (PCOS) وسبق أن فقدت حملًا في الشهر الثاني. الدكتور كتب لي letrozole مع كبسولات astaxanthin. إزاي يعمل العلاج؟ ده عايزة أوي أن أنجح في الحمل المرة دي.,ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-016_canonical,pcos-016,pcos,canonical,Hi. i am trying for a baby since 2 years and i am suffering from polycystic ovary and is it possible to become pregnant and for this i want to meet good gynaecologist. can you suggest some gynaecologist in bangalore. my email address is YYYY@YYYY .,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، أحاول إنجاب طفل منذ سنتين ولدي متلازمة تكيس المبايض. هل يمكن أن أحمل؟ أريد مراجعة طبيبة نساء جيدة؛ هل يمكنك اقتراح طبيبة في Bangalore؟ عنوان بريدي الإلكتروني هو YYYY@YYYY .","مرحبًا، بحاول إنجاب طفل من سنتين وعندي تكيس المبايض. ممكن أحمل؟ عايزة مراجعة دكتورة نساء جيدة؛ ممكن تقترح دكتورة في Bangalore؟ عنوان بريدي الإلكتروني هو YYYY@YYYY.",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-016_clinical,pcos-016,pcos,clinical,Patient attempting conception for 2 years with diagnosed polycystic ovary syndrome; inquires about likelihood of pregnancy and requests gynecologist referral in Bangalore.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,مريضة تحاول الحمل منذ سنتين ولديها تشخيص متلازمة تكيس المبايض؛ تسأل عن احتمال الحمل وتطلب إحالة إلى طبيبة نساء في Bangalore.,مريضة بتحاول تحمل من سنتين ولديها تشخيص تكيس المبايض؛ تسأل عن احتمال الحمل وعايزة إحالة إلى دكتورة نساء في Bangalore.,ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-016_layperson,pcos-016,pcos,layperson,"Hi, I've been trying for a baby for 2 years and I have polycystic ovary. Is it possible for me to get pregnant? I'd like to see a good gynecologist — can you suggest one in Bangalore?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، أحاول الإنجاب منذ سنتين ولدي تكيس في المبايض. هل يمكن أن أحمل؟ أريد مراجعة طبيبة نساء جيدة؛ هل يمكنك اقتراح واحدة في Bangalore؟","مرحبًا، بحاول أحمل من سنتين وعندي تكيس في المبايض. ممكن أحمل؟ عايزة مراجعة دكتورة نساء جيدة؛ ممكن تقترح واحدة في Bangalore؟",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-016_indirect_cultural,pcos-016,pcos,indirect_cultural,"Hi, we've been hoping for a child for two years now, and I have that ovary condition. Is having a baby still possible for me? I'd like to find a good specialist nearby — could you recommend one in Bangalore?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، نأمل في طفل منذ سنتين، ولدي ذلك الاضطراب في المبيضين. هل ما زال الإنجاب ممكنًا بالنسبة لي؟ أريد العثور على اختصاصية جيدة قريبة؛ هل يمكنك اقتراح واحدة في Bangalore؟","مرحبًا، نفسنا في طفل من سنتين، وعندي الاضطراب ده في المبيضين. لسه الحمل ممكن بالنسبة لي؟ عايزة العثور على اختصاصية جيدة قريبة؛ ممكن تقترح واحدة في Bangalore؟",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-016_ambiguous,pcos-016,pcos,ambiguous,"We've been trying for a baby for two years now with a condition I have — is it still possible for me, and could you point me to a good specialist nearby?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"نحاول الإنجاب منذ سنتين مع وجود حالة لدي؛ هل ما زال الأمر ممكنًا، وهل يمكنك إرشادي إلى اختصاصية جيدة قريبة؟","بنحاول نخلف من سنتين مع وجود حالة لدي؛ هل لسه الموضوع ممكنًا، وممكن إرشادي إلى اختصاصية جيدة قريبة؟",ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-016_emotionally_concerned,pcos-016,pcos,emotionally_concerned,"Hi, I'm hopeful but anxious — we've been trying for a baby for 2 years and I have polycystic ovary. Is it possible for me to become pregnant? I really want to see a good gynecologist — could you suggest one in Bangalore?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، أشعر بالأمل والقلق في الوقت نفسه؛ نحاول الإنجاب منذ سنتين ولدي تكيس في المبايض. هل يمكن أن أحمل؟ أريد حقًا مراجعة طبيبة نساء جيدة؛ هل يمكنك اقتراح واحدة في Bangalore؟","مرحبًا، حاسّة بالأمل والقلق في الوقت نفسه؛ بنحاول نخلف من سنتين وعندي تكيس في المبايض. ممكن أحمل؟ عايزة حقًا مراجعة دكتورة نساء جيدة؛ ممكن تقترح واحدة في Bangalore؟",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-017_canonical,pcos-017,pcos,canonical,Hi My doctor has given me Benforce M as i PCOD.Here in this forum I read one query where the lady has mentioned the same medicene she is taking post lunch n dinner.But my doctor has asked me to take before food.Kindly suggest which one is correct????,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، وصف لي الطبيب Benforce M لأن لدي تكيس المبايض (PCOD). قرأت في هذا المنتدى أن امرأة أخرى تتناول الدواء نفسه بعد الغداء والعشاء، لكن طبيبي طلب مني تناوله قبل الطعام. أرجو توضيح أي الطريقتين صحيحة.","مرحبًا، الدكتور كتب لي Benforce M عشان عندي تكيس المبايض (PCOD). قرأت في المنتدى ده أن امرأة أخرى تتناول الدواء نفسه بعد الغداء والعشاء، بس طبيبي طلب مني تناوله قبل الطعام. ياريت توضيح أي الطريقتين صحيحة.",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-017_clinical,pcos-017,pcos,clinical,Patient with PCOD prescribed Benforce M; notes discrepancy between own physician's instruction (before food) and another patient's reported regimen (after lunch/dinner). Requests clarification on correct dosing timing.,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مريضة مصابة بـPCOD وُصف لها Benforce M، وقد لاحظت اختلافًا بين تعليمات طبيبها، التي تنص على تناوله قبل الطعام، ونظام مريضة أخرى تتناوله بعد الغداء والعشاء. تطلب توضيح التوقيت الصحيح للجرعة.","مريضة مصابة بـPCOD وُصف لها Benforce M، وقد لاحظت اختلافًا بين تعليمات طبيبها، اللي تنص على تناوله قبل الطعام، ونظام مريضة أخرى تتناوله بعد الغداء والعشاء. تطلب توضيح التوقيت الصحيح للجرعة.",ChatGPT 5.6-Sol,Apr,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-017_layperson,pcos-017,pcos,layperson,"Hi, my doctor gave me Benforce M for my PCOD. On this forum I read that another lady takes the same medicine after lunch and dinner, but my doctor told me to take it before food. Which one is correct?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، وصف لي الطبيب Benforce M لعلاج تكيس المبايض (PCOD). قرأت في المنتدى أن امرأة أخرى تتناوله بعد الغداء والعشاء، لكن طبيبي طلب مني تناوله قبل الطعام. أي الطريقتين صحيحة؟","مرحبًا، الدكتور كتب لي Benforce M لعلاج تكيس المبايض (PCOD). قرأت في المنتدى أن امرأة أخرى تتناوله بعد الغداء والعشاء، بس طبيبي طلب مني تناوله قبل الطعام. أي الطريقتين صحيحة؟",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-017_indirect_cultural,pcos-017,pcos,indirect_cultural,"Hi, my doctor prescribed a tablet for my hormone condition, and I noticed someone else here takes it after meals, while I was told to take it before eating. Which timing is actually right?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، وصف لي الطبيب قرصًا للاضطراب الهرموني، ولاحظت أن شخصًا آخر هنا يتناوله بعد الوجبات بينما طُلب مني أخذه قبل الأكل. ما التوقيت الصحيح فعلًا؟","مرحبًا، الدكتور كتب لي قرصًا للاضطراب الهرموني، ولاحظت أن شخصًا آخر هنا يتناوله بعد الوجبات بينما طُلب مني أخذه قبل الأكل. ما التوقيت الصحيح فعلًا؟",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-017_ambiguous,pcos-017,pcos,ambiguous,"I was told to take a tablet at a certain time, but I saw someone else take the same one at a different time — which is correct?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"قيل لي أن أتناول قرصًا في وقت معين، لكنني رأيت شخصًا آخر يتناول الدواء نفسه في وقت مختلف. أيهما صحيح؟","قيل لي أن باخد قرصًا في وقت معين، بس أنا رأيت شخصًا آخر يتناول الدواء نفسه في وقت مختلف. أيهما صحيح؟",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-017_emotionally_concerned,pcos-017,pcos,emotionally_concerned,"Hi, I'm confused and a bit worried — my doctor told me to take Benforce M for my PCOD before food, but I read someone else takes it after meals. Which is correct? I don't want to get it wrong.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا، أنا محتارة وقلقة قليلًا؛ طلب مني الطبيب تناول Benforce M لعلاج تكيس المبايض (PCOD) قبل الطعام، لكنني قرأت أن شخصًا آخر يتناوله بعد الوجبات. أيهما صحيح؟ لا أريد أن أستخدمه بطريقة خاطئة.","مرحبًا، أنا محتارة وقلقانة قليلًا؛ طلب مني الدكتور تناول Benforce M لعلاج تكيس المبايض (PCOD) قبل الطعام، بس أنا قرأت أن شخصًا آخر يتناوله بعد الوجبات. أيهما صحيح؟ لا عايزة أن أستخدمه بطريقة خاطئة.",ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-018_canonical,pcos-018,pcos,canonical,"i am smitha age 27,height 5.2and weight 61kg..i hav pcod ,trying to conceive from 2 years and my dct gave me shiphene 50mg and on 15th day i ovulate,16th day i hav ruptured follicle and a matured follicle.what is the chances of conception this month?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"أنا Smitha، عمري 27 عامًا، وطولي 5 أقدام وبوصتان ووزني 61 كجم. لدي تكيس المبايض (PCOD) ونحاول الحمل منذ سنتين. وصف لي الطبيب shiphene 50mg، وحدثت الإباضة في اليوم 15، وفي اليوم 16 ظهر جريب متمزق وآخر ناضج. ما فرص الحمل هذا الشهر؟","أنا Smitha، عندي 27 سنة، وطولي 5 أقدام وبوصتان ووزني 61 كجم. عندي تكيس المبايض (PCOD) وبنحاول يحصل حمل من سنتين. الدكتور كتب لي shiphene 50mg، وحدثت التبويض في اليوم 15، وفي اليوم 16 ظهر جريب متمزق وآخر ناضج. ما فرص الحمل الشهر ده؟",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-018_clinical,pcos-018,pcos,clinical,"27-year-old patient (5'2"", 61 kg) with PCOD, attempting conception for 2 years; prescribed Siphene 50mg. Ovulation confirmed day 15 with ruptured follicle and a mature follicle noted day 16. Requests assessment of conception likelihood this cycle.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مريضة تبلغ 27 عامًا، طولها 5 أقدام وبوصتان ووزنها 61 كجم، ومصابة بـPCOD وتحاول الحمل منذ سنتين. وُصف لها Siphene 50mg، وتأكدت الإباضة في اليوم 15، مع ظهور جريب متمزق وجريب ناضج في اليوم 16. تطلب تقدير احتمال الحمل في هذه الدورة.","مريضة عندها 27 سنة، طولها 5 أقدام وبوصتان ووزنها 61 كجم، ومصابة بـPCOD وبتحاول تحمل من سنتين. وُصف لها Siphene 50mg، وتأكدت التبويض في اليوم 15، مع ظهور جريب متمزق وجريب ناضج في اليوم 16. تطلب تقدير احتمال الحمل فيها الدورة.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-018_layperson,pcos-018,pcos,layperson,"I'm Smitha, 27, 5'2"" and 61 kg. I have PCOD and have been trying to conceive for 2 years. My doctor gave me Siphene 50mg, and on day 15 I ovulated — on day 16 I had a ruptured follicle and a mature follicle. What are my chances of getting pregnant this month?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"أنا Smitha، عمري 27 عامًا، وطولي 5 أقدام وبوصتان ووزني 61 كجم. لدي تكيس المبايض (PCOD) ونحاول الحمل منذ سنتين. وصف لي الطبيب Siphene 50mg، وحدثت الإباضة في اليوم 15، وفي اليوم 16 ظهر جريب متمزق وآخر ناضج. ما فرص حملي هذا الشهر؟","أنا Smitha، عندي 27 سنة، وطولي 5 أقدام وبوصتان ووزني 61 كجم. عندي تكيس المبايض (PCOD) وبنحاول يحصل حمل من سنتين. الدكتور كتب لي Siphene 50mg، وحدثت التبويض في اليوم 15، وفي اليوم 16 ظهر جريب متمزق وآخر ناضج. ما فرص حملي الشهر ده؟",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-018_indirect_cultural,pcos-018,pcos,indirect_cultural,"I'm 27 and have that hormone condition — we've been hoping for a child for two years now. My doctor gave me a tablet, and my recent scan showed signs that ovulation happened around the middle of my cycle. What are my chances this month?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"عمري 27 عامًا ولدي ذلك الاضطراب الهرموني، ونأمل في طفل منذ سنتين. أعطاني الطبيب قرصًا، وأظهر الفحص الأخير علامات حدوث الإباضة في منتصف الدورة. ما فرصي هذا الشهر؟","عندي 27 سنة وعندي الاضطراب الهرموني ده، ونفسنا في طفل من سنتين. الدكتور اداني قرصًا، والفحص الأخير بيّن علامات حدوث التبويض في منتصف الدورة. إيه فرصي الشهر ده؟",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-018_ambiguous,pcos-018,pcos,ambiguous,My recent scan showed signs that things happened around the middle of my cycle after taking medicine — what are my chances of it working out this month?,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,أظهر الفحص الأخير علامات على أن الأمور حدثت في منتصف الدورة بعد تناول الدواء. ما فرص أن تنجح المحاولة هذا الشهر؟,الفحص الأخير بيّن علامات على أن الأمور حصلت في منتصف الدورة بعد تناول الدواء. ما فرص أن تنجح المحاولة الشهر ده؟,ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-018_emotionally_concerned,pcos-018,pcos,emotionally_concerned,"I'm Smitha, 27, with PCOD, and we've been trying for 2 years. After taking Siphene, my scans showed ovulation with a ruptured and mature follicle. I'm so hopeful — what are my chances of conceiving this month?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"أنا Smitha، عمري 27 عامًا ولدي تكيس المبايض (PCOD)، ونحاول الحمل منذ سنتين. بعد تناول Siphene أظهرت الفحوص حدوث الإباضة مع جريب متمزق وآخر ناضج. أشعر بأمل كبير؛ ما فرص حملي هذا الشهر؟","أنا Smitha، عندي 27 سنة وعندي تكيس المبايض (PCOD)، وبنحاول يحصل حمل من سنتين. بعد تناول Siphene بيّنت الفحوص حدوث التبويض مع جريب متمزق وآخر ناضج. حاسّة بأمل كبير؛ ما فرص حملي الشهر ده؟",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-019_canonical,pcos-019,pcos,canonical,"Hello Doctor, I have been prescribed Fertomid and duphaston by my GP. i have medical history of pcos. but my last scan in dec showed normal ovaries and a follicle of 20 mm. TTC in january. Please let me know the sucess chances and safety of medicines",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا دكتور، وصف لي الطبيب العام Fertomid وduphaston. لدي تاريخ من متلازمة تكيس المبايض (PCOS)، لكن آخر فحص في ديسمبر أظهر مبيضين طبيعيين وجريبًا بحجم 20 mm. نخطط لمحاولة الحمل (TTC) في يناير. أرجو إخباري بفرص النجاح ومدى أمان الدواءين.","أهلًا يا دكتور، الدكتور كتب لي العام Fertomid وduphaston. عندي تاريخ من تكيس المبايض (PCOS)، بس آخر فحص فيهاسمبر بيّن مبيضين طبيعيين وجريبًا بحجم 20 mm. نخطط لمحاولة الحمل (TTC) في يناير. ياريت إخباري بفرص النجاح ومدى أمان الدواءين.",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-019_clinical,pcos-019,pcos,clinical,"Patient with history of PCOS, prescribed Fertomid and Duphaston by GP. December scan showed normal ovaries with a 20mm follicle. Attempting conception (TTC) in January. Requests success probability and safety assessment of prescribed medications.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مريضة لديها تاريخ من متلازمة تكيس المبايض (PCOS) ووصف لها الطبيب العام Fertomid وDuphaston. أظهر فحص ديسمبر مبيضين طبيعيين مع جريب بحجم 20 mm. تخطط لمحاولة الحمل في يناير، وتطلب تقدير احتمال النجاح وتقييم أمان الدواءين.","مريضة عندها تاريخ من تكيس المبايض (PCOS) ووصف لها الدكتور العام Fertomid وDuphaston. بيّن فحص ديسمبر مبيضين طبيعيين مع جريب بحجم 20 mm. تخطط لمحاولة الحمل في يناير، وعايزة تقدير احتمال النجاح وتقييم أمان الدواءين.",ChatGPT 5.6-Sol,Apr,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-019_layperson,pcos-019,pcos,layperson,"Hello doctor, my GP prescribed me Fertomid and Duphaston. I have a history of PCOS, but my last scan in December showed normal ovaries and a 20mm follicle. I'm trying to conceive in January. Could you tell me the chances of success and whether these medicines are safe?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا دكتور، وصف لي الطبيب العام Fertomid وDuphaston. لدي تاريخ من متلازمة تكيس المبايض (PCOS)، لكن فحص ديسمبر الأخير أظهر مبيضين طبيعيين وجريبًا بحجم 20 mm. نحاول الحمل في يناير. هل يمكنك توضيح فرص النجاح وما إذا كان الدواءان آمنين؟","أهلًا يا دكتور، الدكتور كتب لي العام Fertomid وDuphaston. عندي تاريخ من تكيس المبايض (PCOS)، بس فحص ديسمبر الأخير بيّن مبيضين طبيعيين وجريبًا بحجم 20 mm. بنحاول يحصل حمل في يناير. ممكن توضيح فرص النجاح وما لو كان الدواءان آمنين؟",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-019_indirect_cultural,pcos-019,pcos,indirect_cultural,"Hello doctor, I've been given two different tablets by my GP. I've had that hormone condition before, but my recent scan in December looked normal with a good-sized follicle. We're hoping to conceive this coming month. Could you tell me the chances and whether the medicines are safe?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا دكتور، وصف لي الطبيب العام نوعين من الأقراص. سبق أن عانيت ذلك الاضطراب الهرموني، لكن فحص ديسمبر الأخير كان طبيعيًا وأظهر جريبًا بحجم جيد. نأمل في الحمل هذا الشهر؛ فما فرص النجاح وهل الدواءان آمنان؟","أهلًا يا دكتور، الدكتور كتب لي العام نوعين من الأقراص. سبق أن عانيت الاضطراب الهرموني ده، بس فحص ديسمبر الأخير كان طبيعيًا وبيّن جريبًا بحجم جيد. نفسنا يحصل حمل الشهر ده؛ فما فرص النجاح وهل الدواءان آمنان؟",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-019_ambiguous,pcos-019,pcos,ambiguous,"I was given some tablets recently, and a scan came back looking fine with a decent-sized follicle — we're hoping to try this month. What are the chances, and are the medicines safe?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"وُصفت لي بعض الأقراص مؤخرًا، وكان الفحص جيدًا وأظهر جريبًا بحجم مناسب، ونأمل في المحاولة هذا الشهر. ما فرص النجاح، وهل الأدوية آمنة؟","وُصفت لي بعض الأقراص الفترة الأخيرة، وكان الفحص جيدًا وبيّن جريبًا بحجم مناسب، ونأمل في المحاولة الشهر ده. ما فرص النجاح، وهل الأدوية آمنة؟",ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-019_emotionally_concerned,pcos-019,pcos,emotionally_concerned,"Hello doctor, I'm hopeful but nervous — I have a history of PCOS, was prescribed Fertomid and Duphaston, and my December scan showed normal ovaries with a 20mm follicle. We're trying to conceive in January. What are my chances, and are these medicines safe?",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مرحبًا دكتور، أشعر بالأمل لكنني متوترة؛ لدي تاريخ من متلازمة تكيس المبايض (PCOS)، ووُصف لي Fertomid وDuphaston، وأظهر فحص ديسمبر مبيضين طبيعيين وجريبًا بحجم 20 mm. نحاول الحمل في يناير. ما فرصي، وهل هذان الدواءان آمنان؟","أهلًا يا دكتور، حاسّة بالأمل بس أنا متوترة؛ عندي تاريخ من تكيس المبايض (PCOS)، والدكتور كتب لي Fertomid وDuphaston، وبيّن فحص ديسمبر مبيضين طبيعيين وجريبًا بحجم 20 mm. بنحاول يحصل حمل في يناير. إيه فرصي، وهل دهن الدواءان آمنان؟",ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-020_canonical,pcos-020,pcos,canonical,age 19. height 52. weight 54. pcod last period on the 13th and had unprotected sex on the 29th and had an emergency contraceptive on the 29th. had unprotected sex again on the 5th. what to do? i normally take regestrone. can i just take a 5 day course,PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"عمري 19 عامًا، وطولي 5 أقدام وبوصتان ووزني 54 كجم، ولدي تكيس المبايض (PCOD). كانت آخر دورة في يوم 13، وحدثت علاقة غير محمية في يوم 29، ثم تناولت وسيلة منع حمل طارئة في اليوم نفسه. وحدثت علاقة غير محمية مرة أخرى في يوم 5. ماذا أفعل؟ أتناول regestrone عادةً؛ هل يمكن أن آخذ كورسًا لمدة 5 أيام؟","عندي 19 سنة، وطولي 5 أقدام وبوصتان ووزني 54 كجم، وعندي تكيس المبايض (PCOD). كانت آخر دورة في يوم 13، وحدثت علاقة غير محمية في يوم 29، ثم خدت وسيلة منع حمل طارئة في اليوم نفسه. وحدثت علاقة غير محمية تاني في يوم 5. أعمل إيه؟ باخد regestrone عادةً؛ ممكن آخد كورسًا لمدة 5 أيام؟",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
pcos-020_clinical,pcos-020,pcos,clinical,"19-year-old patient (5'2"", 54kg) with PCOD; last menstrual period 13th, unprotected intercourse and emergency contraception both on 29th, further unprotected intercourse on 5th. Requests guidance and asks whether a 5-day course of Regestrone (norethisterone), her usual medication, is appropriate.",PCOS symptoms | https://www.nhs.uk/conditions/polycystic-ovary-syndrome-pcos/symptoms/,"مريضة تبلغ 19 عامًا، طولها 5 أقدام وبوصتان ووزنها 54 كجم، ومصابة بـPCOD؛ كانت آخر دورة في يوم 13، وحدث جماع غير محمي مع تناول مانع حمل طارئ في يوم 29، ثم حدث جماع غير محمي آخر في يوم 5. تطلب الإرشاد وتسأل عن ملاءمة كورس Regestrone ‏(norethisterone) لمدة 5 أيام، وهو دواؤها المعتاد.","مريضة عندها 19 سنة، طولها 5 أقدام وبوصتان ووزنها 54 كجم، ومصابة بـPCOD؛ كانت آخر دورة في يوم 13، وحدث جماع غير محمي مع تناول مانع حمل طارئ في يوم 29، ثم حصل جماع غير محمي آخر في يوم 5. تطلب الإرشاد وبتسأل عن ملاءمة كورس Regestrone ‏(norethisterone) لمدة 5 أيام، وهو دواؤها المعتاد.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
