Question,Answer,Topic,Keywords
My semen analysis shows,"Hi, I think your sperm count is on a lower side. The cut-off is 15 million per milliliter. So, you can try naturally for a pregnancy. Your sperm motion is normal. Take some antioxidants and vitamin supplements for 3 months. Repeat a semen analysis after one month with 3 to 5 days of abstinence. Be in contact with your wife every 2 to 3 days after her periods stop. It will increase chance of pregnancy. You can try for 3 to 6 cycles. If it doesn't work, you can go for GUI. Talk to your doctor regarding this. Hope it helps.",Pregnancy,"sperm, semen analysis"
I have this condition below on my sperm count;1st test;Vol,"Hi. This is a very rarely seen report. Many pus cells can be the reason for non-motility. 55 % normal morphology ? No mention of Fructose. First go for high resolution ultrasonography of scrotum, prostate, seminal vesicles and urinary tract. Take a three-week course of antibiotics. You may need a per rectal examination by a surgeon to palpate prostate and seminal vesicles. And you need to get the semen tested by another laboratory of repute. And let us know why was the semen analysis done, and what are associated symptoms if you have any?",Pregnancy,"sperm, semen analysis"
We have been trying for a baby for the last two years and not yet got success. My semen analysis report as follows,"HAI, Your semen analysis report says some abnormalities towards infertility. Total sperm count and parameters also to be considered. Regarding your report",Pregnancy,"infertility, fertility, sperm, semen analysis"
"Hi Doc, my sperm test value are below pls let me know any problem to become a father colour","Hello, Thanks for query. The report of your semen analysis is well within normal range of WHO standards for count, motility and morphology is concerned.However, presence of 18-20 pus cells is strongly suggestive of infection either of prostate or seminal vesicle. You need to take antibiotics like Doxycycline twice daily for a month and repeat your semen analysis after one month to confirm whether infection is completely eradicated or not . I think with this treatment and if infection is controlled you should not have any problem to impregnate your wife",Pregnancy,"sperm, semen analysis"
dear sir i have done semen analysis in 6 days of abstinent.motility report is as followes,"Hereafter going through these reports I want to tell you that Motility should be 100 % while in your case it is 40 % (active) . Morphology is 70% , abnormal cells 30 %, for normal fertility It should be > 13 % of exhibiting normal morphology. Now read this carefully, as this may help you. Extensive studies suggest that normal FERTILITY is associated with sperm counts > 48 million/ ml with a motility of >63% (in your case it is 40 %, much less)with 13% exhibiting normal morphology. But subfertility is associated with sperm counts As far as about conception you should consult an INFERTILITY specialist and get his opinion. Good luck.",Pregnancy,"infertility, fertility, conception, sperm"
Hi I am 26yrs old and my husband is 27yrs.We are married for 2 years and trying for a baby past 6 months. After 2 months we consult a doctor and done ultra sound scan. The result is ok. My hubands semen analysis report shows,"Hi there, I have understood your concern. I will suggest you the best possible treatment options. 1) First do not panic. 2) Your husbands semen analysis reports show Athens permit. Mean slow, weakly moving sperms. Please seek prescription support from your treating doctor for him for getting antioxidants, multi vitamin and multi mineral supplements. 3) Tab Sphere, that you are taking helps to egg formation. I will suggest you to get ovulation study done on USG from day 10 of the cycle. You can get GUI done on the day of ovulation. Please start on Folic acid, vitamin B 12 and Omega-3 supplements at least 3 months before you plan to get pregnant. This helps to prevent many problems during pregnancy and delivery. I hope this answer helps you. May God bless you with a bundle of joy. Thanks.",Pregnancy,"ovulation, sperm, semen analysis"
"Hi doctor, I have trouble that, I am suffering from Jaundice, before 12 days when i got to measure my liver function tests, they were sgpt","Hi, Your liver profile reports suggestive of acute inflammation of liver called hepatitis. So first with low fat diet and by taking rest try to recover from jaundice. Take more sugar cane and apple juice. After hepatitis recovery of still semen yellowish redder than prostate or seminal vesicle infection could be possible. For that you need to investigate with semen analysis and ultrasonography pelvis. Hope I have answered your question. Let me know if I can assist you further.",Pregnancy,semen analysis
"Good night doctor, i am concerned about my semen analysis results and i would like your help deciphering what it means.volume","Hollowed this and at end I will explain. Volume 2.5 (normal 2-6 ml)Viscosity normal pH 8.0 (normal)Motility 80% (normal 100 % but in your case sufficient for conception because normal FERTILITY is associated with >64%, rapid, sluggish are speed of sperm in your semen). Concentration 60 (means normal because within one hour semen liquefied). Normal morphology 80 (normal FERTILITY is associated with >13 % exhibiting normal morphology). You don't have any abnormality in your semen for normal FERTILITY. Good luck.",Pregnancy,"fertility, conception, sperm, semen analysis"
"hi im 43 yrs old, ttc since 7 months, all exams are fine with good amh value for my age. The results of my HSG camed as followed","Hello madam, HSG means Hysterosalpingography, it is a test to check if your tubes are patent, in other words to check out the tubal function or to rule out any blocks in the tube.your result shows that there is no blockage in the tubes...one of important factor of infertility is advancing age, after at around 35 years, the quality and the number of oocyte start reducing...you may require ovulation Induction....usually up to 6 cycles are tried, if conception does not occur, you may require artificial reproductive techniques.... Before that a details history, examination and semen analysis report of your partner is required.....hope I was helpful for you...",Pregnancy,"infertility, fertility, conception, amh"
"Hello, I d been semen analysis test, and This s my result","Hello, Thanks for your query, based on the facts that you have posted it appears that you have what is called as Oligoasthanozoospermia meaning there by that your sperm count and motility of the sperm is low (almost 0) as per WHO standards. Truly speaking there are no medicines that can increase sperm motility however following measure will help you to improve sperm count and motility of sperms.1) Practice regular exercise for 45 minutes followed by meditation for 1/2 an hour in the morning.2) Take high protein diet rich in vegetables and fruits and vitamin A, C,D, E.and Zinc3)Take anti oxidants like Almonds 5-6 every day.4) Avoid alcohol and smoking",Pregnancy,"sperm, semen analysis"
Please give your comments and advise the treatment on my semen analysis report,"Hi, The report indicates that you have almost normal sperm production. The count looks adequate, and the motility parameters also are reasonably normal. It looks like the testing lab has not followed the latest Strict Criteria as advised by WHO for sperm morphology, but it is unlikely to be a major problem. I do hope that your partner has also been evaluated. I also suggest that you repeat the semen analysis after one month, as recommended by WHOm.",Pregnancy,"sperm, semen analysis"
"hi,I am 32 yr old man.i did my semen analysis , in that wbc is 5-10hpf and rbc is 2-5hpf. volume-2.5ml,count-68million,abnormal head 30%,motility is 50%,viability is 80%, infection is treatable?","Hi.68 million is considered as a good sperm count. The motility 50% is average. Motility means the ability of the sperm to travel in the uterine cavity to reach the fallopian tube. However, the percentage of abnormal sperms and ABCs(pus cells) is high.in case pregnancy takes place with an abnormal sperm, there are chances of a malformed baby or abortion.I recommend you to meet a general surgeon who would examine your testicles and advice for a semen culture and Doppler ultrasound of testicles as required. A long term antibiotic course should also be taken for increased ABCs.",Pregnancy,"sperm, semen analysis"
hi my semen analysis is as,"Hai, As per your quoted semen report it says abnormality in the motility of sperms and liquefaction time. Liquefaction time should be within 20 to 30 minutes after ejaculation but in your case it is more than one hour. It seems to be because of infection. Regarding active forward progression sperm should be more than 50 % but in your case active progression is 15%and non-motile is high. Other parameter total count, ph, are normal. Pus cells normally not present. Increased pus cells indicates infection. At the end, I conclude your semen report is not normal. It is abnormal. Kindly consult an infertility specialist to rule out the cause for the abnormality. Thank you hope I answered your query",Pregnancy,"infertility, fertility, sperm, semen analysis"
my sperm test result are,helloThanks for query. Your semen report that you have posted revealed following abnormalities .1)) Liquefaction time 60 minutes. Under normal circumstances this is 30 minutes 2) Presence of WBC 5-7 which is also high 3) Presence of 2-4 RBC All these findings are suggestive of infection either of seminal vesicle or Prostate and needs to be eradicated. Get your semen culture done to find out organism causing this infection and their sensitivity pattern . Take appropriate antibiotic as per culture report for 4 weeks and repeat your semen analysis after 4 weeks,Pregnancy,"sperm, semen analysis"
My wife and I have been married for 10 months. My recent semen analysis is as follows,"Hello, , The report shows, normal sperm count (normal is >20 million/ml as per WHO 1999), decreased motility (normal is >50% as per WHO1999). Morphology of the sperm is reduced. But, there is presence of increased pus cells. Epithelial cells are within normal limit. Now, the decreased motility and morphology is due to presence of the pus cells in the semen. So, overall, you are suffering from lower urinary tract infection. Consult with your treating doctor for appropriate antibiotic, and repeat the test after completion of the antibiotic.",Pregnancy,"sperm, semen analysis"
sperms with grade c motility are the capable of conceiving kids and endure pregnancy? these are my first ever sperm test analysis,"Hello, Thanks for your query, based on the facts and report of your semen analysis that you have posted it appears that you have what is called as Asthenospermia meaning there by that the percentage of active forward moving sperm is zero. Active forward motile sperms are the only sperms capable of fertilization of a female egg resulting in to pregnancy. Sperms with grade 3 motility are not able to fertilize the female egg. Your semen analysis revealed presence of 1-2pus cells suggestive of infection either in seminal vesicle or prostate. Please take antibiotic like Doxycycline for one month and repeat your semen analysis after 6 weeks. There are chances of improving the percentage of active grade one sperm",Pregnancy,"sperm, semen analysis"
"Hi, I am 30 yrs old ,160Cm ht and 58 KG wt.My semen analyis report shows Sperm count- 70 million volume-2.5ml motile-20% active Sulgish-15% other-65% Pus cell- 1-2 hpf morphology normal 40% abnormal-60% PH-alkeline LiquificationTime","Hi I have gone through your question. Your semen analysis has low motility (motility should be 30%), and low morphology (70% should be of normal morphology). Vit e and multivitamins have only supplementary role, it can not revert the picture if there is any pathological problem in the system. I would advise doing color Doppler ultrasound of scrotum, to rule out any pathology like varicocele. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,"sperm, semen analysis"
Will you pls tell me your finding on this report pls...Semen Analysis 2 2 -Jan-2 0 1 4SpecimenSpecimen Collected In Lab .Date of Collection 22-01-2014 .Time of receiving in the lab 7,"Hello, Thanks for query. The report of your semen analysis that you have posted is well within normal range of WHO standards as far as sperm count.motility of sperms and morphology of the sperm is concerned. The presence of 2-3 pus cells suggests mild infection of either Seminal Vesicle or Prostate. Taking antibiotics Doxycycline twice daily for 4 weeks will help to eliminate infection. Repeat semen analysis after completion of course of antibiotic to be rest assured that it is cured completely",Pregnancy,"sperm, semen analysis"
dear sir/madam today i got my semen analysis quantity,"Hello, Thanks for query.based on the report of your semen analysis that you have uploaded I would state that all the important parameters like sperm count, sperm motility and morphology of the sperm are well within accepted range of WHO standards to effect into fertilization of female egg to result into pregnancy.However, presence of 3-4 puss cells indicate infection which needs to be eradicated by taking antibiotics like Doxycycline twice daily for 4-6 weeks",Pregnancy,"sperm, semen analysis"
"Hi, I got my semen analysis done after abstinence of 4 days. The report is as follows","Hello, As per the semen analysis, the sperm count is low; the motility is also less and the absence of rapid linear progression is significant, the abnormal sperm count is also high. Sorry to say, but, natural pregnancy is not possible with this semen analysis. I advise you to see an infertility specialist to discuss the prospects of ART to aid you. Try to avoid stress, heat exposure, smoking and alcohol. Wish you good luck.",Pregnancy,"infertility, fertility, sperm, semen analysis"
EXAMINATION OF SEMINAL FLUID Age,"Hi there, I have understood your concern and I will suggest you the best possible treatment options.First do not panic. Your semen analysis report is absolutely normal. You are a man capable of becoming father for sure. Please get proper sex counseling done about safe and protected sex activity. Also, about the fertility system and fertile period of the cycle of woman, if you are planning have pregnancy. Do opt for a healthy diet and regular exercise regimen. Include more portions of fruits and vegetables and salads in daily diet and avoid refined sugars and deep-fried foods and bakery products. Stop use of abusive substances if any. I hope this answer helps you. Thanks.",Pregnancy,"fertility, semen analysis"
"hello Dr, this is my semen analysis....Volume 3ml","Hi I have gone through your report. As per your report your sperm count is normal. Liquidification time is above normal limit. Normal value less than 20 mins. Motility is slightly below normal. Presence of WBC and RBC should be investigated to urologist. Only agglutinate presence a not be opined, number of agglutinates should be described. Epithelial cells should not be present in semen analysis. Take care.",Pregnancy,"sperm, semen analysis"
"Hello Doctor, Please have a look on my semen analysis report Physical Examination Collection Time","Hi, Semen analysis provides a general idea of the chance of conception.(1)Volume-this refers to the amount of semen in total. The normal quantity is 2.5 ml or greater. A volume of 2.1 mil is slightly below this(2)Sperm count- 30 mill/ml- this is within normal range. It is expected to be greater than 20 mill/normally there are other aspects of the semen analysis which provide a better picture of the chance of conception. The report normally mentions the motility (movement of the sperm) and the morphology (the appearance of the sperm). This is not mentioned above. Based on the information given, there are no significant problems but as stated, some aspects of essential information are not present. I hope this helps",Pregnancy,"conception, sperm, semen analysis"
i got married before 3 years but iam not still pregnant . my height 5.3 inch weight 62 . bladder outline are normal. uterus measures 7.6*3.2*3.3 right ovary 3.4*3.5 left ovary 3.8*3.9 no fluid in pouch of doghlas,Hi I think the bladder lining has nothing to do with the pregnancy. I want to know the number of follicles in your ovary. I think you should get yourself evaluated first. Do a thyroid profile and prolactin levels and an ultrasound for follicles count. Get a semen analysis test done for your husband. You can go for ovulation induction after these reports. You can take medicines for growth of your eggs and also some medicines to support your pregnancy.,Pregnancy,"ovulation, semen analysis"
"Hi I am 33 yrs old, here is my semen analysis report . Please tell me if there is any abnormal in this report and how can it be cured. Volumn",you are having asthenospermia count is also on lower side one report is not enough medicines available for asthenospermia for infertility it is advisable to take treatment for both the partners simultaneously to increase chance of pregnancy treatment to be continued till you get result of treatment get consultation and a clinical examination to rule out varicocele the known factor to cause asthenospermia to be operated if present,Pregnancy,"infertility, fertility, sperm, semen analysis"
my husband has semen analysis and report say viscosity viscous sperm 18 million liquefication 30 mins color greyish white< comments at the end,"HAI, As per your result it is an infertility condition. Azoospermia means absences of sperm. That is no production of sperm. If sperm is not present than ultimately it leads to the condition Infertility. No need to worry. Kindly rule out the cause for the infertility by consulting an infertility specialist. Some condition can treat by following proper diet, exercsie and healthy lifestyle. Thank you hope I answered your query.",Pregnancy,"infertility, fertility, sperm, semen analysis"
i had done a semen analysis and this was the result,"Hi All semen parameters except motility are normal in this report. Sperm motility should be 50 % out which 25% should be rapidly progressive. Also, there are high number of ABCs which suggests infection. Consult urologist. He may advise you antibiotic course to clear infection. Antioxidants will be helpful. Once infection is cleared motility will also improve. It will be better if you get ROS test done. Take care.",Pregnancy,"sperm, semen analysis"
"Sir gd morning,my semen volume is 2.5,colour- Milky White,ph-Alkaline,Viscocity-Viscous,Liquification time-35 min.,Total Sperm Count-64 %,Pus Cells-1-2,Progressive Motility-40%,Non Progressive","Hello, Thanks for your query, based on the facts and report of your semen analysis that you have posted I would like to state that your semen analysis is normal as compared to WHO standards as far as morphology, sperm count and motility of sperm is concerned. The presence of puss cell indicate infection of either seminal vesicle or prostate. This can be cured by taking antibiotics like Doxycycline twice daily for three weeks",Pregnancy,"sperm, semen analysis"
iam 33 yrs old.i have 7yrs boy. my problem is my husband is staying in u.a.e.we are trying for second baby whenever he comes for vacation.he will stay for 2months only .iam not getting pregrany.wat is the reason.please give me suggestion,"Hi, Thanks for asking. Understand your concern. Get both of you medically checked up/get ovulation study done husbands semen analysis done. Before he comes on holidays. Also finish needful treatment before meeting. Apart from treatment advise dafter investigations (if any)Start folic acid 5\u00a0mg tablet /day capsule Evian 200\u00a0mg daily by both partners. Ovulation day can be known by LH surge test. Have unprotected sex for 5-6 days for the test result. Pregnancy test can be done after 8 days delay in period by home pregnancy test... to confirm pregnancy. Thanks.",Pregnancy,"ovulation, semen analysis"
"We have been married for the past two years, and have no children as yet. My Husband has gone through a Semen Analysis the result are as under","Hi .... According to WHO guideline normally semen should have ..... Motility 40% Active motile 32%Morphology ideally >30%, strictly >4%Count minimum 15 million per ml. So your semen report is absolutely normal.... The only positive finding is presence of few pus cells... Clinical correlation necessary for that ... If needed antibiotic can be given to clear infection... You can reproduction according to report.... So don't worry. Take care",Pregnancy,semen analysis
"Hi, recently I did a Semen Analysis Test and my count is 55 million per ml. Please advise this is enough to do the fertility","A semen analysis evaluates certain characteristics of a male semen and the sperm contained in the semen. Sperm count, or sperm concentration to avoid mix up, measures the concentration of sperm in a men ejaculate, distinguished from total sperm count, which is the sperm count multiplied with volume. Anything over 20 million sperm per milliliter is considered normal. The average sperm count today is around 60 million per milliliter in the Western world, having decreased by 1-2% per year from a substantially higher number decades ago.",Pregnancy,"fertility, sperm, semen analysis"
hi my endometrium thickness is 9.2mm can i get pregnant easily plz help me,"Hi, The information provided by you is not at all sufficient. When was your last period, what day of your cycle was the endometrial thickness 9.2 MMS., what is the size of the dominant follicle in the ovary, semen analysis report of your husband etc. All these factors having bearing on your possibility of conceiving. Endometrium alone is not the factor deciding possibility of becoming pregnant. Endometrium between 6 MMS. To 12 MMS. Is adequate for conceiving, provided it has increased in thickness during the cycle and has not remained constant in thickness, along with triple line sign on ultrasound examination, which states that the endometrial thickening is favorable. Wish you all the best.",Pregnancy,semen analysis
What is the Treatment in the analysis of following report semen analysis report Quantity,"Hi, Thanks for your query. I have read your query & I understand your concerns. 1) You have low live sperm count in your report. It is called oligospermia. This is a condition where there are no sperms in the semen. 2) You have to do following blood tests",Pregnancy,"sperm, semen analysis"
"hello dr imarried 2 years no child all the test is normal. follicular cyst in ovary. semen test volume 2.5ml, self liquification not liquified, count 106million/ml, motility 40%, non-motility 40%, sluggish 20% ,viscosity high pregnancy chance?","Hi I have gone through your question. Your semen analysis has normal volume, normal count. Liquefaction time should be less than 20 mins, if not liquified then it should be investigated. Motility 40% is slightly below normal, but 40% is not bad as far as fertility is concern. So consult a urologist regarding liquefaction time. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,"fertility, semen analysis"
I have a semen Volume of 10 motility of 35 and quantitty of 7 Can I get my gf pregnant naturally I have a semen Volume of 10 motility of 35 and quantitty of 7 Can I get my gf pregnant naturally? i am 31 yearss old and my soon to be wife is 23...,Hello your sperm count should be a minimum of 20 million with at least 30% of fast motile sperms. Your count in your report is 10 million right? What you can do is get a repeat semen analysis after 4th 5 days of abstinence. Sometimes one report is not correct to do inadequate abstinence or infection. If your repeat analysis also shows a low count then get a semen culture done and see a male infertility specialist. Do not worry you will have a baby.,Pregnancy,"infertility, fertility, sperm, semen analysis"
"Hi Doctor, This is Madhavi Age","Hello Jadhav MARRIED 5 years ago but no issue. So first get in ultrasound of your ovaries as well as other reproductive organs. Write down complete detailed menstrual history. Endometrium thickness, position of uterus, hormones level, or any gynecological disease. Also attach report of your husband SEMEN analysis. Without these reports, it is not possible to comment anything about your infertility. Upload all reports. Hope this will help you.",Pregnancy,"infertility, fertility, semen analysis"
gudpm.doc my husband is 33 yrs old.we are already 2 yrs married but still we dont have a baby.this is the result of my husband semen analysis Vol,"Hello your husbands semen analysis is normal in the count and motility. However, there are some red cells and pus cells. Your husband should get a semen culture, maybe there is some infection which needs to be treated. Thereafter once your husbands semen report is normal you should get a few tests done for yourself as well. Get an appointment with an infertility specialist who can guide to step by step.",Pregnancy,"infertility, fertility, semen analysis"
"Dear Sir, As per below seman Examination Plz suggest Treatment","Hello, Thanks for query. Based on the report of your semen analysis that you have posted I would state that you have Oligospermia meaning there by that your sperm count is low (15 million/ml) as compared to WHO standards(40-50 millions/ml). Following general measures will help you to increase sperm count.1) Practice regular exercise for 45 minutes followed by meditation for 1/2 an hour in the morning. 2) Take high protein diet rich in vegetables and fruits and vitamin A, C,D, E.and Zinc 3)Take anti oxidants like Almonds 5-6 every day. 4) Avoid alcohol and smoking. Taking Camphene once daily does help to increase sperm count",Pregnancy,"sperm, semen analysis"
My semen analysis shows,"Hi I have gone through your question. Your semen analysis has Normal countLiquefaction time below 60! But what is the time. Normal liquefaction time is 20-30 mins, more than that is abnormal.5-6 Pus cells suggest infection. Motility is near to normal. Morphology is below normal. 70% should be at least. I would advise taking antibiotics of fluoroquinolone group for 10 days, and consult urologist, repeat test after 10 days. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,semen analysis
"I am a 29 years old man , married since two and a half years. My semen analysis shows a sperm count of 30 million and motility score of 130. How can i increase my sperm count and motility score to increase chances of fertility?","Hello. Thanks for writing to us. To enhance your sperm count and its motility, some simple lifestyle changes that can help you are",Pregnancy,"fertility, sperm, semen analysis"
"I have my semen report,in the report it is saying as below","Hello Reddy. Your semen analysis report shows a lower sperm count and semen volume. Probably the motility is also low (low quality semen in the report). This may be due to several causes. I believe the test was done as part of work-up for infertility. You need to be seen by a urologist who will perform an examination and suggest some further tests. Remember, the cut-off of 20 million sperms/ml for fertility is not absolute, just a guideline to help in treatment. Your partner will also need to be evaluated by a gynecologist. Good luck.",Pregnancy,"infertility, fertility, sperm, semen analysis"
i am 30 years old and i make semen analysis and i found the test result as the following,"Hello, Thanks for your query, based on the facts and reports of your semen analysis that you have posted I can say that all the parameters of semen are within normal acceptable range of WHO standards except the presence of 4-6 WBC which suggest infection either in Seminal vesicle or Prostate. Please take broad spectrum antibiotics like Doxycycline twice daily for one month and repeat the semen analysis after one month. To be rest assured that infection has been fully controlled",Pregnancy,semen analysis
"Hi, after physical examination by Urologist Doctor, he said there is grade 1 and grade 3 varicocele...the one on the left is bigger. Recent SMF results","Hello, Thanks for query. Your family Physician on clinical examination has diagnosed you to have bilateral Varicocele.However, this needs to be confirmed by Ultrasound Scanning and color Doppler study of scrotum to decide about the future mode of treatment. Your semen analysis reveals low sperm count (Oligospermia) which may be due to Varicocele. Varicocele impairs the temperature balance of testis required for production of sperms resulting into low production of sperms. Correcting Varicocele by surgery helps to increase sperm count",Pregnancy,"sperm, semen analysis"
hi my semen report is,"Hello, Thanks for your query, based on the report of your semen analysis that you have posted it appears that you have what is called as Oligoasthanozoospermia meaning there by that your sperm count and motility of sperm is very low to impregnate your wife. The presence of pus cells suggests infection ether prostate or seminal vesicle . Please consult qualified Infertility Specialist for further treatment",Pregnancy,"infertility, fertility, sperm, semen analysis"
i have been ttc last 6 years my semen analysis shows following,"Hello, Thanks for query. Based on the report that you have posted I would say that you have Asthenospermia. Truly speaking there are no medications that can increase sperm motility.However, following general measures help to improve sperm motility.1) Practice regular exercise for 45 minutes followed by meditation for 1/2 an hour in the morning.2) Take high protein diet rich in vegetables and fruits and vitamin A, C,D, E.and Zinc3)Take anti oxidants like Almonds 5-6 every day.4) Avoid alcohol and smoking. Taking Clomiphebne once a day may help to improve sperm motility",Pregnancy,"sperm, semen analysis"
"Hi DocI have kids from previous marriage, my wife has a child from previous marriage too. We have been married for almost two years now but there are no signs of her conceiving at all. What could be the problem? We are desparately looking for a baby.","Hi I have gone through your question. You both have kid from previous relationship, so I would suggest doing 1. Histosalpingography HSG for your partner to rule out tubal blockage or any other pathology.2, ovulation profile. For you semen analysis. After these reports consult your gynecologist for further management. Hope I answered your question. Would be happy to hero you further. Take care.",Pregnancy,"ovulation, tubal, semen analysis"
"Hi team, I have got my semen analysis done yesterday and following is the result","Hello, Thanks for your query, based on the facts and report of your semen analysis that you have posted it appears that your semen parameters are within normal range of WHO standards, However the agglutination of sperm is suggestive of either due to infection or presence of Anti Sperm antibodies. Which could be the cause of infertility. Please get your blood tests for presence of anti sperm antibodies and semen culture done to rule out presence of infection done. Further treatment will depend upon findings of these tests",Pregnancy,"infertility, fertility, sperm, semen analysis"
my fiance was told that he has low sperm count and that his chances of having a child are slim so if he gets off more than once can that help our chances of having a child,"There are many known causes for male infertility. The initial diagnostic test is a semen analysis. Studies suggest that normal fertility is associated with sperm counts of > 48 million/mL with a motility of > 63%, with > 12% having normal morphology. Subfertility is seen when sperm counts are There is a genetic component, usually, with azoospermia (absence of sperm) or oligospermia (low sperm count). However, there may be other reasons such as low testosterone levels. Other disorders of the testes are often associated with impaired spermatogenesis (low sperm production). In any case of impaired fertility, consultation with a fertility specialist to determine the exact cause of infertility. Increased frequency of ejaculation does not increase your chances of becoming pregnant. Be well.",Pregnancy,"infertility, fertility, sperm, semen analysis"
"I am female 40 years old, I have some problem since 9 years, tried to have pregnant for 7 times and I had a baby girl, now my fsh examination ELCIA assays is 12 and my lh is 2.9 Ca any one explain to me if I can try again, if there a chance for me???","Hello, You check your AMH and astral follicle count on day 2 of period for ovarian reserve. If the results are normal you can get pregnant. Do serum TSH and serum prolactin then do HSG on day 8th, then do follicular study after taking Camphene from day 2 under gynecologist till follicle size increases to 18 mm and ruptures then GUI for early results. Hope I have answered your query. Let me know if I can assist you further.",Pregnancy,"ovarian reserve, amh"
My Semen analysis report,"Hi, Sperm analysis looks at different (but not all) aspects of the semen. It is important to remember that men with normal semen results may have difficulty conceiving and men with abnormal results may not. In terms of your results",Pregnancy,"sperm, semen analysis"
Yes I am just trying to get some information about fertility . Me and my husband have been ttc for 3yrs and no luck. We have 1 kid and he is now 6. I dont know if I should see my family physician or obgyn or to go to a fertility doctor,"Hello, Thanks for your query. You should most definitely consult a Fertility Specialist. Trying to conceive for more than one year is a definition of infertility. You should have your tubal patency assessed via HSG or laparoscopy and hysteroscopy. Your husbands' semen analysis should be done. Also, your ovulation status should be documented. Take regular folic acid supplements and maintain ideal Mistake care.",Pregnancy,"infertility, fertility, conceive, ovulation"
hiii Doc..I am Ali from India.. I get married 10 months ago..but could not impregnent my wife.. I tried Semenogram test. Results are as follows,"Hello, Thanks for your query, based on the report of semen analysis that you have posted it appears that your semen report revealed low sperm count (Oligospermia) as per WHO standards and presence of 7-10 pus cells which suggest infection either Seminal Vesicle or Prostate. You need to take broad spectrum antibiotics like Doxycycline for 6-8 weeks along with medicines prescribed by your family physician. Repeat semen analysis after two months",Pregnancy,"sperm, semen analysis"
"Hi, im 19 male . 175 cm . 78 kg .i ve bilateral varicocele .. I had scrotal high resolution ultra sonography &color duplex .. They revealed","Hello, Thanks for query. Based on the report of your ultrasound scanning and color Doppler study of your scrotum and Semen analysis report that you have uploaded I would like to state that you have bilateral grade 2 Varicocele. However, your semen analysis report is absolutely within normal range as per WHO standards. Answers to your queries are detailed below .1) You have grade 2 Varicocele 2) Surgery for Varicocele is advised only in a situation when person is infertile and have Varicocele which is presumed to be a cause for infertility. You do not need surgery now 3)Yes you can practice sport of your choice 4)Avoid the exercise that will increase intro abdominal pressure like Weight lifting, pull-ups etc",Pregnancy,"infertility, fertility, semen analysis"
"Hi sir,Today I got my semen analysis test done and I have three questions","Hai, as your semen report indicates low volume and poor motility and pus cells indicates infection.I will advise you to rule out the cause for the above-mentioned condition and take proper medication and treatment. Along with that follow healthy lifestyle and diet. Avoid stress, alcohol,tobacco.kindly consult an infertility specialist to rule out the reason for the above-mentioned semen condition. Thank you hope I answered your query.",Pregnancy,"infertility, fertility, semen analysis"
sir my husband semen analysis reports comments are,"Hello, Thanks for query. Based on the facts and gross report of semen of your husband I can state that he is facing problem of Azospermia meaning there by that his Testicles are not producing normal sperms at all. He needs to consult qualified urologist for clinical examination to rule out hypogonadism and get his Testicular Biopsy done to confirm whether testicles are producing sperms or not. Further investigations will be decided by him based on result of the Testicular Biopsy findings",Pregnancy,"sperm, semen analysis"
"Hi Dr, I am Hauwa, 80kg, 1.73cm and 30 yr old female. did a pelvic scan today (being trying to conceive for 6 months now - had a c/s a yr ago but lost the baby). Adnexae/POD","Hi I have gone through your question. Your ultrasound shows significant inflammatory tissue suggesting pelvic inflammatory disease PID. PID is the major cause of infertility, may cause tubal blockage, ovarian adhesion and many more. I would advise consulting a gynecologist for the same and he/she would be proper person to treat it. Hope I have answered your question. Would be happy to help you further. Take care.",Pregnancy,"infertility, fertility, conceive, tubal"
"hi doctor,my age is 39 years, weight is 75 kgs, height is 5.8please note my semen analysis,sperm count 70 mil/mLmotility","Hi Baby, Thanks for your query. I read your query and I understand your concerns. Following is my reply",Pregnancy,"sperm, semen analysis"
"sir i m 26years old.i get married before 6 months but my wife did not conceive yet. my semen analysis report is this, duration of abstinence is 4 days, volume 3.0ml, ph","Hi I have gone through your question. Your semen analysis shows 40% rapid progression 40% and sperm count is absolutely normal. Other parameters also normal. Your side is OK. I would assist to consult gynecologist for your wife s report, ovulation profile, thyroid profile, histosalpingography HSG to rule out any pathology. Hope I answered your question. Would be happy to help you further. Take care.",Pregnancy,"conceive, ovulation, sperm, semen analysis"
My semen analysis report,"Hello, Firstly, color, odor, turbidity all are within normal limit. The sperm count is within normal limit (Normal is >20 million /ml as per WHO 2009). The motility of the sperm is quite ok (normal total motility is >40% as per WHO 2009). The sperms with normal morphology is also quite ok (normal is 4% as per WHO 2009). All others are within normal limit. Overall, your semen report is within normal limit.",Pregnancy,"sperm, semen analysis"
"Hello doctor,My semen analysis shows","Hi, If you do not have symptoms of urinary infection like burning, frequency of urination, blood in urine or semen, you need not take any medicines. Immature sperms also appear like pus cells on microscopy. One good option is to repeat the semen analysis after one week. Do not keep abstinence from more than two to three days before the next analysis. If pus cells are again seen in the high count, we may have to repeat semen culture for routine bacteria, as well as tuberculous bacilli and then decide accordingly. If you have any of the symptoms described above, you can repeat semen culture once more and take antibiotics accordingly. I hope this helps.",Pregnancy,"sperm, semen analysis"
